name,cuisine,blurb,num_words,high_price,low_price,currency,distinctions,photos,photo_count,add_info,latitude,longitude,comments,num_comments,special_comment,avg_price,avg_USD,standing,bib,stars,assiette,value_menu
Arnolfo, Créative,"La Toscane telle que l'imaginent les touristes, entre collines, cyprès et fortifications médiévales. Un rêve qui se prolonge dans l'assiette, avec une farandole des meilleurs produits régionaux, interprétés avec créativité. L'été, superbe terrasse panoramique. Un petit hôtel rustique et élégant, à l'image d'une bonbonnière, avec des pièces soignées.",48,210.0,110.0,EUR,"[[star], [star], [standing-15]]","[https://download.viamichelin.com/images/michelin_guide/xlarge/131768_1.jpg, https://download.viamichelin.com/images/michelin_guide/xlarge/131768_2.jpg, https://download.viamichelin.com/images/michelin_guide/xlarge/131768_3.jpg, https://download.viamichelin.com/image2/XL/uK/mt/_3/NTQrCjA80myVV-rw.jpg, https://download.viamichelin.com/media/image2/XL/Ht/cI/eI/IvQzSMwzKvyeuDeA.jpg, https://download.viamichelin.com/media/image2/XL/Bl/Hj/gn/nlT76W24QI0AWz3A.jpg, https://download.viamichelin.com/media/image2/XL/4a/UP/Fw/JpT6yePQHrKctLzA.jpg, https://download.viamichelin.com/media/image2/XL/ta/uw/1e/83Q1C0Fqy2FvJrcQ.jpg, https://download.viamichelin.com/media/image2/XL/Lw/rg/Dc/LGQ82QgkX6P3eqjA.jpg, https://download.viamichelin.com/media/image2/L/jK/Uu/5X/LnQXesd7oP06VIAw.jpg, https://download.viamichelin.com/media/image2/L/h8/j9/Jy/UxT5upIao0Vf08sg.jpg]",11,"[Menu 110/150 € - Carte 125/210 €, réservation conseillée, Avec chambres, Carte des vins offrant un choix attractif, Air conditionné, Salons particuliers, Adresse via XX Settembre 50/52, 53034 COLLE DI VAL D'ELSA, Téléphone +390577920549, Email arnolfo@arnolfo.com, Site web http://www.arnolfo.com]",43.42088,11.11678,,0,,160.0,178.93,15.0,0,2,0,0
Il Papavero, Regional,"Having been promoted to chef, the former sous-chef at this restaurant continues to maintain the high standards of cuisine, serving a selection of inventive meat and fish dishes. Interesting wine list that includes numerous regional wines, many of which are available by the glass.",44,45.0,32.0,EUR,"[[star], [standing-13]]","[https://download.viamichelin.com/images/michelin_guide/xlarge/133137_1.jpg, https://download.viamichelin.com/images/michelin_guide/xlarge/133137_2.jpg, https://download.viamichelin.com/images/michelin_guide/xlarge/133137_3.jpg, https://download.viamichelin.com/images/michelin_guide/xlarge/133137_4.jpg, https://download.viamichelin.com/media/image2/L/Mx/Ta/DY/b2QF6xCdA0kS5FtQ.jpg, https://download.viamichelin.com/media/image2/XL/oa/he/sW/3CTJ6R2A88VWJhDA.jpg]",6,"[Menu 35/45 € - Carte 32/42 €, booking advisable, A particularly interesting wine list, Meals outside, Air conditioning, Enclosed car park, Address corso Garibaldi 112/113, 84025 Eboli, Phone +390828330689, Email ristoranteilpapavero@libero.it]",40.61881,15.0543,,0,,38.5,43.05,13.0,0,1,0,0
Ich weiß ein Haus am See, Classic ,"Good classic dishes accompanied by excellent wine recommendations by the chef are served in the König family's elegant restaurant, stylishly decorated with artwork. Superb view of the lake. It also offers charming country house rooms facing the lake or the forest, as well as a private bathing beach.",48,80.0,80.0,EUR,"[[star], [standing-18]]","[https://download.viamichelin.com/images/michelin_guide/xlarge/74698_1.jpg, https://download.viamichelin.com/media/image2/L/KE/BC/QP/tdQWWwogNKqxyxTA.jpg, https://download.viamichelin.com/media/image2/XL/o8/bA/Ci/kbQwaPE4cZHIRt8A.jpg, https://download.viamichelin.com/images/michelin_guide/xlarge/74698_1.jpg, https://download.viamichelin.com/media/image2/L/FH/DP/Iq/YaSUKf3OZ4nQxAcA.jpg, https://download.viamichelin.com/media/image2/XL/rm/G-/q_/dATyWKs841CV3Hvw.jpg, https://download.viamichelin.com/media/image2/XL/Ss/hi/Rw/0GSB-giudC2mr28g.jpg, https://download.viamichelin.com/media/image2/XL/NP/Tr/fK/8ISpOW4U9KRftpxA.jpg, https://download.viamichelin.com/media/image2/XL/Ve/rL/qJ/bxTn29WNJhTlcg7A.jpg, https://download.viamichelin.com/media/image2/XL/xs/th/M0/iFSy6ASD4_UFKusg.jpg, https://download.viamichelin.com/media/image2/XL/8C/Iu/7u/8WTkWfPjzvkESNPg.jpg, https://download.viamichelin.com/media/image2/L/Mi/OF/nk/nyTtWvqQqOc2TrcA.jpg, https://download.viamichelin.com/media/image2/XL/U7/ii/ar/sgRKOkB7RkqzzUAQ.jpg, https://download.viamichelin.com/media/image2/XL/Pc/i4/M-/ZJSIycr5j3Q_iWdg.jpg]",14,"[Menu 80 €, dinner only - booking advisable, With rooms, A particularly interesting wine list, Park or Garden, Enclosed car park, Address Paradiesweg 3, 18292 Krakow-Seegrube, Phone +493845723273, Email einhausamsee@t-online.de, Website: http://www.hausamsee.de]",53.66867,12.29979,,0,,80.0,89.46,18.0,0,1,0,0
The Brooklyn, Barbecued,"The Brooklyn Beef Club provides the necessary New York-style to make sure you really enjoy your American steak from the grill. It is worth taking a look at the bar, where some 160 different whiskies are available by the glass.",40,180.0,50.0,EUR,[[standing-13]],"[https://download.viamichelin.com/images/michelin_guide/xlarge/349699_1.jpg, https://download.viamichelin.com/images/michelin_guide/xlarge/349699_2.jpg, https://download.viamichelin.com/images/michelin_guide/xlarge/349699_3.jpg, https://download.viamichelin.com/images/michelin_guide/xlarge/349699_1.jpg, https://download.viamichelin.com/media/image2/XL/pD/ZG/DW/eDQaqKHMZUceUL6w.jpg, https://download.viamichelin.com/media/image2/XL/Yv/_S/_b/yfQCG0_ftoS7gWaQ.jpg]",6,"[Carte 50/180 €, dinner only, No dogs allowed, Address Köpenicker Str. 92, 10179 Berlin, Phone +493020215820, Email table@thebrooklyn.de, Website: http://www.thedudeberlin.com]",52.5114,13.41445,,0,,115.0,128.59,13.0,0,0,0,0
Le St-Georges, Traditional ,"This pleasant brasserie features traditional cuisine with a focus on regional specialities, as well as typical bistro fare. The chef works under the leadership of the famous Georges Blanc.",29,62.0,32.0,EUR,"[[assiette], [standing-12]]","[https://download.viamichelin.com/media/image/XL/bnhy5nmhS8CgSXe1d6nmBg.jpg, https://download.viamichelin.com/media/image/XL/58Z4xhUMR_iitdjSwqI1LQ.jpg, https://download.viamichelin.com/media/image/XL/YaJl8KEBRQWkKsN3j9DlJw.jpg, https://download.viamichelin.com/media/image2/XL/_l/XT/hG/sxQTqzivKDHLziNg.jpg, https://download.viamichelin.com/media/image2/XL/Gx/OG/MZ/cyS_iffCbRUg7wpQ.jpg, https://download.viamichelin.com/media/image2/XL/1V/s6/LU/K-QkOvqynOKwjkxw.jpg, https://download.viamichelin.com/media/image2/XL/2H/iX/tr/Q-QkSPr30l1OSwPA.jpg, https://download.viamichelin.com/media/image2/XL/uy/uI/nL/h0RAShfe3UtAfp4Q.jpg, https://download.viamichelin.com/media/image2/XL/7a/xY/pc/3AS2Km5YeEpy0ARw.jpg, https://download.viamichelin.com/media/image2/XL/v_/pS/Bs/aGTD-A_3HGKzUBrg.jpg, https://download.viamichelin.com/media/image2/XL/kf/lC/pZ/PTTySf36j910ukWw.jpg, https://download.viamichelin.com/media/image2/XL/nD/YX/I0/VlTFqEhaUg9eHkRw.jpg]",12,"[Lunch 21 € Glass-wine , Menu 32/54 € - Carte 39/62 €, A particularly interesting wine list, Wheelchair accessible, Air conditioning, Garage, Address 32 av. Jean-Jaurès, 71100 Chalon-sur-Saône]",46.78221,4.84477,,0,,47.0,52.55,12.0,0,0,1,0
Au Lion d'Or, Modern ,"A pleasant and elegant inn, run by the same family since 1928. The chef brilliantly weaves flavours of today into the wealth of local specialities, without excluding the specialities of other parts of France! The selection of wines by the glass is short but well put together. Make the most of the beautiful terrace in summer.",56,59.0,19.0,EUR,"[[bib-gourmand], [standing-13], [good-value-menu]]","[https://download.viamichelin.com/media/image2/XL/Vw/Yt/te/UpRQe5WKtuACqKzw.jpg, https://download.viamichelin.com/media/image2/XL/NZ/bT/H_/W1T4ulowXCnxFJog.jpg, https://download.viamichelin.com/media/image2/XL/Hi/Hm/X3/EUSuuHLBvIyS4W5w.jpg, https://download.viamichelin.com/media/image2/XL/2Q/Wm/At/wqQJOPwcRMqQpkCQ.jpg, https://download.viamichelin.com/media/image2/XL/o9/wn/X-/fTSGynvMdy6duFpw.jpg, https://download.viamichelin.com/media/image2/XL/fH/zl/Eu/z0Rf2vNm_ga0EA3g.jpg, https://download.viamichelin.com/media/image2/L/sP/jO/lN/1QRkKHu0d8y6hW0g.jpg, https://download.viamichelin.com/media/image2/XL/Zl/Hg/vD/d6SwCYyePssi3j-Q.jpg, https://download.viamichelin.com/media/image2/L/mr/Mm/0y/ErThewD1sFj5K3cA.jpg, https://download.viamichelin.com/media/image2/XL/Qu/I2/Lp/9wS72gVfB6SvmzmA.jpg, https://download.viamichelin.com/media/image2/XL/8u/hU/WI/2YRbKdeq4q-1ZVvg.jpg, https://download.viamichelin.com/media/image2/XL/fK/tE/dk/EJRI6HZ2zZd8vAnw.jpg, https://download.viamichelin.com/media/image2/XL/vh/k0/ah/fISGKtR1L0v5pbRw.jpg, https://download.viamichelin.com/image2/L/j7/0T/Or/WBQzCxA8O9n2InQQ.jpg, https://download.viamichelin.com/image2/L/g7/EJ/vZ/oxSnSfbyUW5m1U-Q.jpg]",15,"[Menu 19 € (weekday lunch), 31/47 € - Carte 33/59 €, A particularly interesting wine list, Park or Garden, Meals outside, Air conditioning, Enclosed car park, Address 5 r. Village-Neuf, 68128 Rosenau]",47.63575,7.53557,,0,,39.0,43.61,13.0,1,0,0,1
Culler de Pau, Créative,"De bonnes idées, du savoir-faire... et une belle vue sur la ría ! Dans une salle d'esprit minimaliste éclairée par de grandes baies vitrées, vous pourrez faire votre choix entre un menu dégustation et une carte créative qui révèle des racines galiciennes et de subtiles influences nippones.",47,90.0,48.0,EUR,"[[star], [standing-14]]",[],0,"[Menu 48/90 € - Carte 55/75 €, Vue intéressante ou étendue, Accès handicapé, Air conditionné, Interdit aux chiens, Salons particuliers, Parking clos, Adresse Reboredo 73, 36988 Reboredo, Téléphone +34986732275, Email reservas@cullerdepau.com, Site web http://www.cullerdepau.com]",42.47529,-8.89576,,0,,69.0,77.16,14.0,0,1,0,0
Schilling, Modern ,"What does a young Scot from a small fishing village do when he happens to arrive in Marseille? He opens a restaurant, of course! Schilling, located between the Vieux Port and Le Panier, celebrates the meeting of Scotland and the Mediterranean with flavourful cuisine. The terrace is (slightly) set back from the street.",53,55.0,30.0,EUR,"[[assiette], [standing-12]]","[https://download.viamichelin.com/image2/XL/Zv/1x/mw/ttSYW4-ykKzcBxDg.jpg, https://download.viamichelin.com/media/image2/XL/FB/js/gN/SpSvOneU47gRmntA.jpg, https://download.viamichelin.com/media/image2/XL/ba/if/Sw/4AS2-Mw87gHC7SSA.jpg, https://download.viamichelin.com/media/image2/XL/_u/rY/aG/dIp6kMGChktU9K.jpg, https://download.viamichelin.com/media/image2/XL/Gv/sM/qu/JLQuenhuPcFz_yiA.jpg, https://download.viamichelin.com/media/image2/XL/vV/Ho/yX/6ZRnyv8VCnR1pB5A.jpg, https://download.viamichelin.com/media/image2/XL/fF/jj/pl/D2RqqIRwM7EmaHHA.jpg, https://download.viamichelin.com/media/image2/XL/jK/U0/qF/hhS--mSRaNJ0CWyQ.jpg, https://download.viamichelin.com/media/image2/XL/mN/mQ/AT/oXSnCD2fVeUECWVA.jpg, https://download.viamichelin.com/media/image2/XL/6x/yz/qS/_YQFG0dmKeCKo2aA.jpg, https://download.viamichelin.com/media/image2/XL/FP/-8/fV/ELTsaEDV6zyfXO_Q.jpg, https://download.viamichelin.com/image2/L/Ji/aG/VU/YJT7mtyCGgjyxl4g.jpg, https://download.viamichelin.com/image2/L/pF/Vt/Ak/eqSdOCTS0D7MMpxQ.jpg, https://download.viamichelin.com/image2/L/zr/qP/jX/1yTdKgbfFzmcwnSA.jpg, https://download.viamichelin.com/media/image2/XL/w5/5g/0r/wJTNa7dRD3Qjslxw.jpg]",15,"[Lunch 21 €, Menu 30/55 € - Carte 35/40 €, booking advisable, Meals outside, Address 37 r. Caisserie, 13002 Marseille]",43.29721,5.36586,,0,,42.5,47.52,12.0,0,0,1,0
La Table de Paul, Traditional ,Traditional cuisine is served in generous portions in this pleasant hotel-restaurant. Try the Périgord salad or High Alpes ravioli.,19,55.0,25.0,EUR,"[[assiette], [standing-13]]",[https://download.viamichelin.com/media/image2/L/Rk/w8/vU/hhSAa0TGExckgVXw.jpg],1,"[Lunch 21 €, Menu 25/48 € - Carte 30/55 €, A particularly interesting wine list, Park or Garden, Meals outside, Wheelchair accessible, Air conditioning, Enclosed car park, Address Clos des Pommiers, 05200 Embrun, Phone +33492432069, Email info@bartavelles.com, Website: http://www.bartavelles.com]",44.54143,6.48057,,0,,40.0,44.73,13.0,0,0,1,0
Le Moulin de l'Abbaye, Traditional ,"Contemporary yet timeless charm. Lose yourself as you listen to the murmur of the Dronne. You feel as if you are away from it all at this restaurant, where the time ticks by at the water's edge, as you enjoy the fine classic and regional cuisine.",46,109.0,39.0,EUR,"[[assiette], [standing-19]]","[https://download.viamichelin.com/image2/XL/rY/qN/MC/-TQHiZJ47OxHfQVQ.jpg, https://download.viamichelin.com/image2/XL/0L/PJ/eJ/4eRqu3MC2Wm1u_8w.jpg, https://download.viamichelin.com/image2/XL/TT/CO/5u/OMSg651SqxlsgqfA.jpg, https://download.viamichelin.com/image2/L/ma/r1/Eh/aNSb6glLzxvLWOqA.jpg, https://download.viamichelin.com/image2/L/nB/w_/k1/TzQ9auvue1Y4P74w.jpg, https://download.viamichelin.com/image2/XL/H5/3j/Cz/VxQAeD1u55-WULVg.jpg, https://download.viamichelin.com/image2/XL/7i/cR/zo/iRSD6k88UG_4hVaw.jpg, https://download.viamichelin.com/image2/XL/a6/aR/wJ/w7QZGSBmmOqlQ4OA.jpg, https://download.viamichelin.com/image2/XL/yY/be/N-/UISISBOg9G3hviBQ.jpg, https://download.viamichelin.com/image2/XL/9O/Ga/ps/mrTkC6QqcdBP7KVQ.jpg, https://download.viamichelin.com/image2/XL/pJ/Tf/wG/6qTlqLU7gf4CMPMQ.jpg, https://download.viamichelin.com/image2/XL/kk/YJ/3n/uwQO-SLYMQQwA-QQ.jpg, https://download.viamichelin.com/image2/XL/Fj/VW/nQ/QuTBeM5cs9w5D2QQ.jpg, https://download.viamichelin.com/media/image2/XL/1b/Gk/ee/8ASXOtXySyxZ2RnA.jpg, https://download.viamichelin.com/media/image2/XL/5P/97/cf/hZQFCYtboH6bAtgg.jpg, https://download.viamichelin.com/media/image2/XL/n1/PT/G5/vqQYKOwyO1V0x5Rg.jpg, https://download.viamichelin.com/media/image2/L/By/Wa/SY/-lTrSIjh8LEjTWdA.jpg, https://download.viamichelin.com/media/image2/L/nc/Nn/7G/tfS66NJmJuokpMsw.jpg, https://download.viamichelin.com/media/image2/L/_h/iE/kj/R1RAyqj06CSbWPFA.jpg, https://download.viamichelin.com/media/image2/L/XR/NS/hK/HGTSmV6eVdB9lelg.jpg, https://download.viamichelin.com/media/image2/L/uE/w-/TP/LeQUK70saAamTc3A.jpg, https://download.viamichelin.com/media/image2/L/Nm/Eq/D7/7aQA6saDJeG_dLjQ.jpg]",22,"[Lunch 29 €, Menu 39/85 € - Carte 59/109 €, Interesting or extensive view, Park or Garden, Meals outside, Garage, Address 1 rte de Bourdeilles, 24310 Brantôme]",45.36331,0.6463,,0,,74.0,82.75,19.0,0,0,1,0
Maffei, Modern ,"Historic establishment in the centre of Verona, preceded by the pretty courtyard where the exterior unfurls. Good cuisine with a modern stamp and an interesting wine list. Under the establishment dotted with Roman archaeological finds, the cellar has been created (visitable) with a small romantic table for two!",48,70.0,39.0,EUR,[[standing-13]],"[https://download.viamichelin.com/media/image2/L/oZ/2u/aF/OfQFmNM_5PsVw7gA.jpg, https://download.viamichelin.com/media/image2/L/Df/0s/0T/DkROKV8HiDL3e6XA.jpg]",2,"[Menu 48/54 € - Carte 39/70 €, Air conditioning, Private dining rooms, Address piazza delle Erbe 38, 37121 VERONA, Phone +390458010015, Email info@ristorantemaffei.it, Website: http://www.ristorantemaffei.it]",45.44367,10.9968,,0,,54.5,60.94,13.0,0,0,0,0
Eataly, Italian,"This bar, restaurant and osteria is housed on different floors in a large bookshop. Guests eat among the bookshelves, where they can enjoy the range of gastronomic fare that is typical of Eataly. Excellent cuisine in an original location.",39,49.0,27.0,EUR,[[standing-12]],[],0,"[Carte 27/49 €, Air conditioning, Address via degli Orefici 19, 40124 Bologna, Phone +390510952820, Email eatalybologna@eataly.it, Website: http://www.eataly.it]",44.4939,11.34525,,0,,38.0,42.49,12.0,0,0,0,0
La Table des Cuisiniers Cavistes,  traditionnelle,"Cuisiniers et cavistes, même combat ! Dans une ambiance de bar à vins, avec quelques tables formées de tonneaux en bois, cette table privilégie le marché et les produits locaux labellisés, dans l'assiette comme dans le verre. Les saveurs sont mises en valeur avec simplicité : on passe un bon moment.",51,75.0,21.0,EUR,"[[assiette], [standing-12]]","[https://download.viamichelin.com/images/michelin_guide/xlarge/257978_1.jpg, https://download.viamichelin.com/images/michelin_guide/xlarge/257978_2.jpg, https://download.viamichelin.com/images/michelin_guide/xlarge/257978_3.jpg, https://download.viamichelin.com/media/image/XL/TLR/MQc/VvR7S1ruBUdIEeeA.jpg, https://download.viamichelin.com/image2/L/12/ul/I8/ONShWvH6ebUs5Lpw.jpg, https://download.viamichelin.com/image2/L/I3/WK/BO/nkQoOBmLy2BA4w3A.jpg, https://download.viamichelin.com/image2/L/2w/Nf/oh/U8TFGZhi_rLkUW_w.jpg, https://download.viamichelin.com/media/image2/L/8a/_n/VZ/JOTT2aDByVC74YQA.jpg, https://download.viamichelin.com/media/image2/L/1q/Et/pk/FYROGcocj9o4pZYA.jpg]",9,"[Menu 21 € (déjeuner), 31/75 € Vin au verre - Carte 40/72 €, Carte des vins offrant un choix attractif, Repas Jardin-Terrasse, Accès handicapé, Adresse 4 pl. Lamourguier, 11100 Narbonne, Téléphone +33468329645, Email cuisiniers.cavistes@orange.fr, Site web http://www.cuisiniers-cavistes.com]",43.18106,3.00384,,0,,48.0,53.68,12.0,0,0,1,0
Les Closeaux, Traditional ,"Under the Ancien Régime, Les Closeaux - set in a 10ha estate - was used as a hunting lodge by the kings of France. Nowadays, the chef is a proponent of locally sourced ingredients. He uses them to prepare delicious, traditional cuisine such as, beetroot millefeuille and roasted langoustines.",49,44.0,22.0,EUR,"[[assiette], [standing-12]]","[https://download.viamichelin.com/image2/L/oW/tu/pX/uPR7i--Vxcm4jjhw.jpg, https://download.viamichelin.com/image2/XL/n2/7e/13/x0TcarKQlXf3xkFg.jpg, https://download.viamichelin.com/image2/XL/o2/R9/A6/rXSIaR46i9c_J8Kg.jpg, https://download.viamichelin.com/image2/XL/-V/zq/Ll/ikRra8yqsAQ1CS3w.jpg, https://download.viamichelin.com/image2/XL/pJ/l3/dm/yARGen45bs8PXFZA.jpg, https://download.viamichelin.com/image2/XL/qS/8l/Bq/wrTLq5Qb0YuD87Wg.jpg, https://download.viamichelin.com/image2/XL/4Y/y0/v5/dcTwqBPuNntoMZTA.jpg, https://download.viamichelin.com/image2/XL/PU/HZ/qv/nbQty6baUrfju3rg.jpg, https://download.viamichelin.com/image2/XL/E_/h_/AN/LNRcGdkOl3DxJNIw.jpg, https://download.viamichelin.com/image2/XL/S7/ZD/qx/YrSm2gyDluZO8Grg.jpg, https://download.viamichelin.com/image2/XL/BX/gm/mR/BwSka1cb9hbiOJrA.jpg, https://download.viamichelin.com/image2/L/NR/96/yO/_2TJuxGy4j9O6EyA.jpg, https://download.viamichelin.com/image2/XL/c8/Jc/Xl/wZRWut-GgzAGuqpw.jpg]",13,"[Lunch 15 €, Menu 22/31 € - Carte 26/44 €, Park or Garden, Meals outside, Tennis, Private dining rooms, Enclosed car park, Address Lieu-dit Les Closeaux, 41400 Vallières-les-Grandes]",47.42523,1.10598,,0,,33.0,36.9,12.0,0,0,1,0
Le Grill, Fish and seafood,"The dining room and terrace lie just above a discreet beach in Porto Vecchio Bay. Impossible to tire of the view of the coast and the sea? The food served in this fine contemporary hotel is in sync with the market and the fishing catch, with spit-roast specialities (young cockerel, veal shank, black pig etc).",55,156.0,74.0,EUR,"[[assiette], [standing-18]]",[https://download.viamichelin.com/image2/L/2B/s8/mJ/ssTkKmbY1BXncm3A.jpg],1,"[Carte 74/156 €, New Michelin Guide selection, Interesting or extensive view, Park or Garden, Meals outside, Air conditioning, No dogs allowed, Enclosed car park, Address 20137 Porto-Vecchio, Phone +33495710230, Email info@laplagecasadelmar.fr, Website: http://www.laplagecasadelmar.fr]",41.61584,9.31987,,0,,115.0,128.6,18.0,0,0,1,0
Un Parfum de Gourmandise, Modern ,"More than just a 'parfum', rather an avalanche of aromas and flavours! Sébastien Riou and Katell Kergadallan did not hang about to start exercising their skills, forged in some renowned establishments. Closely tied to the Périgord terroir their dishes exude fresh and lively inspiration that intoxicates.",46,52.0,32.0,EUR,"[[bib-gourmand], [standing-12]]","[https://download.viamichelin.com/media/image2/XL/iH/4_/Vc/drS7qmxKPpzfiwBQ.jpg, https://download.viamichelin.com/media/image2/XL/DX/uX/0g/WfSjOoQab4ITSZhQ.jpg, https://download.viamichelin.com/media/image2/XL/zh/F-/ov/7gQpWwtxuvMdu5IA.jpg, https://download.viamichelin.com/media/image2/XL/Is/5S/v6/D-QtCl3nJPu7mxjA.jpg, https://download.viamichelin.com/media/image2/XL/DU/vy/TS/g5TrS6MQSrK00qkQ.jpg, https://download.viamichelin.com/media/image2/XL/nV/RE/Xm/lGSX2OFDuIMlImyg.jpg, https://download.viamichelin.com/media/image2/XL/1q/Hu/g1/5yS76O5qsZTCR-fw.jpg, https://download.viamichelin.com/media/image2/XL/oY/mS/2F/fWTOi3KBV1ox9u9w.jpg, https://download.viamichelin.com/media/image2/XL/uV/kC/aB/XqQrKmaYqR1h4_kQ.jpg, https://download.viamichelin.com/media/image2/XL/6D/fW/kt/FkQVuZtMRf6ZAMhg.jpg, https://download.viamichelin.com/media/image2/XL/rG/Yb/7V/FWQbm7fwa8oTp2Kg.jpg, https://download.viamichelin.com/media/image2/XL/Rv/g0/nW/JSTe-qEovc93q4_g.jpg, https://download.viamichelin.com/image2/L/NA/8B/3d/gGRtKqHvRIG4YH9A.jpg, https://download.viamichelin.com/image2/XL/4T/up/CB/RiRmKiPEklCpv4MQ.jpg, https://download.viamichelin.com/image2/L/Kp/m4/V2/dnThaac6Oectm5gg.jpg, https://download.viamichelin.com/media/image2/L/aG/bF/jT/HdSnmmS5C6URZ5Eg.jpg, https://download.viamichelin.com/media/image2/L/FE/py/_v/UVRYy1VWeHdehK1w.jpg, https://download.viamichelin.com/media/image2/L/FR/oV/c2/FpSviRC0S6_y2D2w.jpg, https://download.viamichelin.com/media/image2/L/bz/bt/qF/MfSKCbd1Q6JJL9dw.jpg, https://download.viamichelin.com/media/image2/L/Gi/5q/RR/OpRVqVPaQc_UEDIA.jpg, https://download.viamichelin.com/media/image2/L/6Q/uW/Lq/zdTzKVVcQTVnFSPQ.jpg, https://download.viamichelin.com/media/image2/L/oD/7D/CV/F1QR6No0-IghaNdQ.jpg, https://download.viamichelin.com/media/image2/L/G3/mt/t3/cUQeurpZBzS6CfpQ.jpg, https://download.viamichelin.com/media/image2/L/9U/4_/3U/WRRZ621drxt45lTw.jpg]",24,"[Lunch 24 €, Menu 32/52 €, number of covers limited, pre-book, Air conditioning, No dogs allowed, Address 67 cours St-Georges, 24000 Périgueux]",45.17756,0.73008996,,0,,42.0,46.97,12.0,1,0,0,0
Le Clos St-Front, Creative,"Two monumental fireplaces, contemporary works of art, a terrace under the lime trees... a pleasant restaurant with a menu that combines exotic flavours and local specialities.",26,66.0,33.0,EUR,"[[assiette], [standing-13]]","[https://download.viamichelin.com/images/michelin_guide/xlarge/6883_1.jpg, https://download.viamichelin.com/images/michelin_guide/xlarge/6883_2.jpg, https://download.viamichelin.com/images/michelin_guide/xlarge/6883_3.jpg, https://download.viamichelin.com/images/michelin_guide/xlarge/6883_1.jpg]",4,"[Lunch 28 €, Menu 33 € (weekdays), 44/66 € Glass-wine, Meals outside, Private dining rooms, Address 5-7 r. de la Vertu, 24000 Périgueux, Phone +33553467858, Email leclossaintfront@wanadoo.fr, Website: http://www.leclossaintfront.com]",45.18521,0.723184,,0,,49.5,55.35,13.0,0,0,1,0
Relais de la Poste, Classic ,The art of classical cuisine has been passed down from father to son. Superb ingredients are used to execute dishes full of natural flavour. For a special meal overlooking the pine forest.,32,140.0,57.0,EUR,"[[star], [star], [standing-19]]","[https://download.viamichelin.com/media/image/XL/9Us/C1R/JgThuRkZFY-lPh1g.jpg, https://download.viamichelin.com/media/image/XL/9RT/jSN/3uSkeSrdI2tIsIqQ.jpg, https://download.viamichelin.com/media/image/XL/wpH/To9/qoQfWtAPsMnjoGGA.jpg, https://download.viamichelin.com/media/image/XL/Q2w/h0y/sNRTKlRBVXlNr8dw.jpg, https://download.viamichelin.com/media/image/XL/R38/eIR/FpSZWLZly_S_nEWQ.jpg, https://download.viamichelin.com/media/image/XL/C_t/jRU/2TSDiEnTeLHPp0hA.jpg, https://download.viamichelin.com/media/image/XL/Rid/_Ug/kdTkWgVl7VeVVVDg.jpg, https://download.viamichelin.com/media/image/XL/FbS/YHl/52T3qZGxehyDBRCw.jpg, https://download.viamichelin.com/media/image/XL/LFu/HZQ/juS3uFv2TiQE12nQ.jpg, https://download.viamichelin.com/media/image/XL/vBQ/Y6_/2ZQiO3DrG-CQEyRQ.jpg, https://download.viamichelin.com/media/image/XL/1wE/77g/GCQfO52QJTM_4Xrg.jpg, https://download.viamichelin.com/media/image2/XL/qW/am/pj/wBRl-qjgOgpzFk8Q.jpg, https://download.viamichelin.com/media/image2/XL/ff/3j/Ip/ViQ4ee8_u--F2wrQ.jpg, https://download.viamichelin.com/media/image2/XL/Pt/RK/dW/XgS2uoNBjEiY2oYg.jpg, https://download.viamichelin.com/media/image2/XL/Q3/Kj/ly/vtTP6aVikUcn3Zrg.jpg, https://download.viamichelin.com/media/image2/XL/zo/iF/te/18SIOFY-Y6P67h4A.jpg, https://download.viamichelin.com/media/image2/XL/DL/-R/gq/2NROKiH6JgzcyscQ.jpg]",17,"[Menu 57 € (weekdays)/128 € - Carte 105/140 €, booking advisable, A particularly interesting wine list, Park or Garden, Air conditioning, Private dining rooms, Enclosed car park, Address 24 av. de Maremne, 40140 Magescq]",43.7792,-1.21745,,0,,98.5,110.14,19.0,0,2,0,0
Krone, French classic,A family-run restaurant with a fine rustic atmosphere and friendly service. The range of dishes is classic and regional.,19,73.0,18.0,EUR,[[standing-14]],[https://download.viamichelin.com/media/image2/L/rk/gW/7W/WIQhyNf8aFNHYCGQ.jpg],1,"[Menu 18 € (weekday lunch)/54 € - Carte 39/73 €, booking advisable, Private dining rooms, Enclosed car park, Address Brunnenweg 40, 72658 Bempflingen, Phone +49712331083, Email info@kronebempflingen.de, Website: http://www.kronebempflingen.de]",48.57637,9.27174,,0,,45.5,50.88,14.0,0,0,0,0
