name,cuisine,blurb,price,author
"
	Pickle Shack
",Cuisine Gastropub,"
			Start with a menu that highlights the small-batch handiwork of Brooklyn Brine Co., then add an extensive assortment of beers from Dogfish Head Craft Brewery. Toss in wood tables, inviting counter seating, and dusky blue walls, and you have this enticing pub. Chef Neal Harden has put together a menu of suds-friendly food consisting of vegetarian snacks (think fried hop pickles with preserved lemon aïoli), and salads such as grilled romaine and Tuscan black kale with beluga lentils. Pickle Shack's lighter fare is rounded out by hearty, imaginative sandwiches crafted from local ingredients and purveyors. To that end, order the crusty artisan baguette filled with warm cannellini bean purée, grilled asparagus, and fennel-pickled beets.
				","
			From 13 USD
			to 24 USD
",MICHELIN guide inspectors
"
	Palo Santo
",Cuisine Latin American,"
			Jacques Gautier is the artiste behind this snug den cooking Latin and Caribbean cuisine. Nestled at the base of a townhouse, the dimly lit room makes for a lively (cue the salsa beats) yet intimate dining experience. Service can be slow, but nobody's in a hurry, so play along and make a night to remember. Closely set tables make privacy a challenge, but the arrival of crave-worthy pork tacos topped with creamy avocado, crunchy radish, and cilantro will keep your eyes on the prize. Find equal appeal in a fillet of roasted fluke set atop pickled purple cabbage, paired with a pineapple-habanero sauce that will make you singe with abandon, and scattered with tart tomatillo salsa. Still have room for more? Continue the feast across the street at Taco Santo.
				","
			From 25 USD
			to 49 USD
",MICHELIN guide inspectors
"
	Bricolage
",Cuisine Vietnamese,"
			This delicious and fresh-faced Vietnamese gem arrives courtesy of the team behind San Francisco's popular Slanted Door. Tucked into a simple, wood-and-exposed-brick space in family-friendly Park Slope, the restaurant's open kitchen bustles with energy as diners huddle in lively conversation. Bricolage bills itself as a gastropub (and the creative cocktails are certainly fantastic), but make no mistake-this is modern, next-level Vietnamese bar fare. Crispy, golden imperial rolls arrive stuffed with shiny glass noodles, crunchy cabbage, earthy mushrooms, and minced pork; while a dish of ""Unshaking Beef"" is laced in a light, salty-sweet marinade and seared to tender, juicy perfection alongside a peppery watercress salad.
				","
			From 25 USD
			to 49 USD
",MICHELIN guide inspectors
"
	Buttermilk Channel
",Cuisine American,"
			Doug Crowell and Chef Ryan Angulo run the sort of joint we'd all like to have at the end of our street. It's warm and relaxed, run with care and attention, offers an appealing menu for all occasions-and has prices that encourage regular attendance. The name may refer to the tidal strait but also evokes feelings of comfort and cheer in a place that's already cute and where the close-set tables and large bar both add to the animated atmosphere. The kitchen seeks out worthy suppliers and with no little skill imbues each dish with that little extra something, be it the cod with Littleneck clams, the fresh linguini with beets or indeed the buttermilk-fried chicken. This care is even evident at weekend brunches on standouts like short rib hash.
				","
			From 25 USD
			to 49 USD
",MICHELIN guide inspectors
"
	Morgan's BBQ
",Cuisine Barbecue,"
			Barbecue has been having a New York moment, mixing up sauces ranging from the vinegar-heavy Eastern NC-style to sweeter Tennessee renditions. At Morgan's, it's all about Texas, where there is an unparalleled emphasis on the quality of meat and smoke. The bare wood tables, plastic bottles, and industrial rolls of paper towels provide no dining frills-not that they are missed. Come hungry for slow-smoked brisket with a spicy and inspired rub that's straight out of Austin. Hard to find outside the state, the Hill Country specialty of deep-fried turkey tails is especially tender, served over porky collard greens and salty-sweet cornbread with pepper jelly. Sides are to die for; same goes for the signature pecan ""cutie pie"" made with Widow Jane Bourbon.
				","
			From 25 USD
			to 49 USD
",MICHELIN guide inspectors
"
	The Runner
",Cuisine American,"
			Part cocktail bar, part farm-to-table restaurant, The Runner has that low-lit industrial cool look that draws in passersby both day and night. With a rustic aesthetic and modern touches, it's a lovely spot to cozy up with a craft beer at the bar, where the bartender is on a first-name basis with regulars. The menu prizes top ingredients that skew local, as in the tender L.I. fluke with succulent mussels marinière, made even heftier with a creamy, garlic-buttery broth of white wine, parsley, and shallots. Don't even try to share that dish; instead, greedily sop it all up with an order of hot and gently crisped ""tongue bread."" Finish with pistachio frangipane tart, blending sweet and nutty flavors in a dense crust and topped with a scoop of vanilla ice cream.
				","
			From 25 USD
			to 49 USD
",MICHELIN guide inspectors
"
	Franny's
",Cuisine Italian,"
			This timeless neighborhood staple keeps its crowds happy with two wood-burning ovens that churn out lovely thin-crust pizzas. The long bar will likely be your first stop with excellent cocktails that help pass the wait time. The warm space has colorful patterned floor tiles and neatly stacked cords of wood for those crackling ovens. The open kitchen provides a bit of theater as pies are plucked from the oven-that delicate pizza topped with tomato, sausage, and mozzarella is simple and satisfying. True Italian spirit shines in the carefully executed bucatini with garlic, anchovies, chilies, and toasted breadcrumbs, even if portions are a bit shy. Thankfully there may be more room for dessert, so go for the crunchy cannolo filled with lemon ricotta.
				","
			From 25 USD
			to 49 USD
",MICHELIN guide inspectors
"
	Aita
",Cuisine Italian,"
			Tucked into a cozy corner, this quintessential trattoria echoes the beauty and charm of Clinton Hill. Amid a robust culinary scene, Aita finds a niche with its warm (never effusive) service and equally comforting décor of antique mirrors, wood paneling, and lacy curtains. Chef/co-owner Roberto Aita certainly has a way with pasta, crafting thick, homemade noodles twirled with flavorful sauces, such as the taglierini with buttery clam broth that is slightly sweet with melted leeks and strewn with irresistibly briny littlenecks. Italian tradition echoes through beguilingly simple desserts, like a bowl of plump fresh berries with nothing more than a dollop of cream and end-of-meal biscotti. The wines are as deliciously approachable as the cooking itself.
				","
			From 25 USD
			to 49 USD
",MICHELIN guide inspectors
"
	James
",Cuisine American,"
			This phenomenal little jewel of a restaurant feels as though it has been presiding over this corner for a hundred years. Pressed-tin ceilings and creaky wood floors make it a nostalgic spot, with modern touches like the Dutch Lucite chandelier lending a chic, romantic vibe. The owners take every detail seriously, from the herb garden on the roof to that wonderful ""Cecil & Merl"" cheesecake they sell online. The contemporary American cooking highlights top ingredients handled with great care, as in delicate celery root soup topped with silky smoked trout and sharp wasabi sprouts. Generous pastas include enticingly chewy trofie enrobed in a pale sauce of puréed greens balancing tart Meyer lemon, earthy sautéed mushrooms, and sharp Pecorino sardo shavings.
				","
			From 25 USD
			to 49 USD
",MICHELIN guide inspectors
"
	SoCo
",Cuisine Southern,"
			Southern food meets bohemian city life at SoCo, an urbane, industrial-chic restaurant where guests are greeted at the door with a splash of wonderful jazz. The gracious, hospitable staff manages to meander through the young professionals and artsy Pratt students with ease, and if the cool charm of SoCo doesn't woo you, the outstanding Southern fare will certainly do the trick: organic buttermilk-fried chicken arrives crispy and tender, and served over a delicious red velvet waffle; while fall-off-the-bone short ribs are braised in an irresistible coconut-molasses-ginger sauce, and served with creamy garlic mashed potatoes and tender okra. Then a soft peach cobbler is spiced to perfection. Brunch is especially popular, so arrive early.
				","
			From 25 USD
			to 49 USD
",MICHELIN guide inspectors
"
	Kao Soy
",Cuisine Thai,"
			The flavors of Northern Thailand are sparkling and alive at this Red Hook hangout, featuring a bright, basic, and brick-walled dining room. Inside, tables loaded with vibrant dishes flaunting heightened levels of fire are bound to tingle palates and tempt passersby. Kao soy, the famous curry from Chiang Mai, is a signature for fitting reason. Topped with crispy egg noodles, this combo unites dark meat chicken, egg noodles, crushed peanut, and lime. A tart green mango salad mingled with crispy anchovies and sweet cashew nuts is a delight on its own; while banana blossom fritters should be dunked in thick peanut-chili sauce for more flavor. Bitter melon soup served with a whole deep-fried red snapper is yet another intriguing offering.
				","
			From 13 USD
			to 24 USD
",MICHELIN guide inspectors
"
	Elberta
",Cuisine Southern,"
			Elberta has certainly found her groove. This soulful speakeasy that pays homage to a jazz singer and the fuzzy Elberta peach drink, also dedicates nights to live music and creative cocktails. Her approachable vibe leads right into a Southern-inspired menu, featuring elegant interpretations of the usual suspects, including dessert: fantastic brioche doughnuts stuffed with sweet potato, caramel, and chocolate sauce. But before the sweet tooth kicks in, try curry goat-stuffed ravioli in a creamy, cauliflower-based sauce; or Creole fisherman's stew dominated by whole prawns, scallops, mussels, and octopus. Use toasted sourdough or dirty rice loaded with gizzards and chicken liver to sop up the cherry-red tomato base, spiked with peppers, herbs, and spices.
				","
			From 25 USD
			to 49 USD
",MICHELIN guide inspectors
"
	Juventino
",Cuisine Contemporary,"
			A lovely storefront opens into this airy restaurant with distressed wood details and whitewashed walls lending a rustic farmhouse vibe. Tables are lined with pages from old cookbooks and the walls have vintage mirrors and shelves stocked with an impressive selection of cookbooks. This Latin-influenced neighborhood spot also has a seasonal back patio for alfresco dining. Daily brunch makes the most of the bright, sunny eggs that enhance many dishes, especially the lush yolks that ooze into the herbaceous pumpkin seed mole over potato hash with thinly sliced chunks of tender lengua. A deliciously chewy grain salad popping with quinoa, barley, and tender beluga lentils in a tart, lemony vinaigrette is a healthy, tasty pick-and an easy favorite.
				","
			From 25 USD
			to 49 USD
",MICHELIN guide inspectors
"
	The Finch
",Cuisine American,"
			Chef Gabe McMackin has nailed the definition of the perfect neighborhood restaurant, making it well worth a trip to this charming Brooklyn quarter no matter where you live. Step through the bright blue façade to find a welcoming vibe, contemporary rustic décor-complete with wood beam ceilings and farmhouse chairs-and seriously enjoyable food. Having incorporated a former tattoo parlor and storefront, The Finch sprawls out into a series of cozy nooks. At the heart of the operation is an open kitchen where the chef, a Roberta's alum, guides his team to excellence before an audience of diners seated at a Carrara marble counter. Modern yet comforting, the beautiful creations to be enjoyed here are a show of skill and personality. Asparagus is the very symbol of spring when slashed into matchsticks and thrown over a quivering orb of burrata accurately brought to room temperature and accompanied by charred young onions. Chicken is rescued from the mundane as crispy-skinned white meat partnered with a poached egg and smoked bread pudding, all ringed by an intense consommé. Unsurprisingly, dessert is divine, revealing crumbly shortcake filled with sour cherry compote and dabbed with whipped cream.
				","
			From 50 USD
			to 74 USD
",MICHELIN guide inspectors
