name,address,cuisine,blurb,add_info,location,word_count,avg_price,lat,lon,bib,stars,standing
Fatty Fish,406 E. 64th St. 10065, International,"Beneath a distinguishing orange awning, Fatty Fish is a bright spot in Yorkville. The comfy space is downright homey with its intimate rooms, creaky wood floors, and a staff that treats everyone like regulars. The cuisine reflects varied inspiration, but rest assured everything is tempting. From the sushi counter, experience skillfully knifed sashimi, chirashi, and maki. Dig into cooked fare like Japanese eggplant and wild mushroom lasagna layered with shredded pork; green curry shrimp and vegetables; or perfectly grilled filet mignon medallions dabbed with spicy Chinese-style mustard gently sweetened with honey, alongside stir-fried bok choy and a tower of crispy onion rings. End with refreshing ginger ice cream studded with strips of candied ginger.	","[
Meal prices

$25 to $50

, 

			 Additional information 
			
		

Brunch

, 
Useful information

Address 406 E. 64th St., New York 10065
Phone +12128139338
Website: http://www.fattyfishnyc.com


Driving directions

]","406, East 64th Street, Upper East Side, Manhattan, New York County, NYC, New York, 10065, United States of America",114,37.0,40.76231025,-73.959206292,0,0,12
Daniel,60 E. 65th St. 10065, French,"The elegant façade, the revolving door, the sound of clinking glasses-even before you reach the dining room you feel a part of something special. This bastion of classical French cooking epitomises the ""special occasion,"" yet even those unencumbered by fiscal considerations treat it with respect. The dining room is dominated by the striking porcelain-tiled chandeliers hanging from the soaring ceiling. If you're on one of the raised tables you get to look down-literally rather than patronizingly-onto your fellow diners through the neo-classical arches. Yet thanks to the personable service, the grandeur of the room never stifles the animated atmosphere. The cooking is as sophisticated as the surroundings and the ingredients come from the top drawer. The kitchen has had an obvious classical education yet you never feel it is tied by the tyranny of tradition. Just order the succulent Niman Ranch lamb chops and you'll find them accompanied with quinoa mixed with avocado. Occasionally, over-enthusiastic garnishing can overawe the dish's main ingredient but there's no doubting this is a very capable kitchen.	","[
Meal prices

over $75

, 

			 Additional information 
			
		

A particularly interesting wine list
Notable cocktail list

, 
Useful information

Address 60 E. 65th St., New York 10065
Phone +12122880033
Website: http://www.danielnyc.com


Driving directions

]","Daniel, 60, East 65th Street, Upper East Side, Manhattan, New York County, NYC, New York, 10065, United States of America",172,112.5,40.7667776,-73.967571,0,2,21
East Pole,133 E. 65th St. 10021, Contemporary,"Just off Park Avenue's pre-war grandeur is this hip addition to the neighborhood, courtesy of the Fat Radish team. The cozy space is on the ground floor of a brownstone, so the setting is understandably narrow. East Pole's front bar is hopping, while black leather booths in the back allow parties to sit and enjoy an eclectic menu in relative peace. The stimulating cooking here begins with a salad of roasted heirloom carrots with hijiki, diced avocado, and an Asian-inspired soy-and-sesame oil vinaigrette. Then move on to explore Kiev-style chicken, stuffed with garlic butter-enriched broccoli purée, or creamy fish pie stocked with cod, lobster, and fennel. The adult ice cream sundae is a boozy combo of Scotch-chocolate ice cream and Pimm's-soaked cherries.	","[
Meal prices

$50 to $75

, 

			 Additional information 
			
		

Brunch

, 
Useful information

Address 133 E. 65th St., New York 10021
Phone +12122492222
Website: http://www.theeastpolenyc.com


Driving directions

]","133, East 65th Street, Upper East Side, Manhattan, New York County, NYC, New York, 10065, United States of America",122,62.0,40.76631505,-73.9656810922,0,0,13
Tori Shin,362 W. 53rd St. 10019, Japanese,"When the city's best yakitori decided to up and relocate, its Upper East Side neighborhood suffered a crushing culinary loss-one that would soon become midtown's gain. And after a long construction, Tori Shin is finally welcoming both fresh and familiar faces to its brand-new Hell's Kitchen home. A small bar pouring sake, shochu, and Japanese whiskey welcomes patrons into a multi-level dining room where table seating is now offered in abundance-including a clutch of options in a mezzanine room with gorgeous gold leaf walls. Boasting 500-year old hinoki and a serene palette of sand and stone, this is an upscale, sophisticated spin on the original location. What hasn't changed, however, is the quality of the organically raised chicken parts and the expert skill in which they are sizzled over the binchotan-fired grill. Skewers of crisped wing, seared heart, and creamy liver need nothing more than a few grains of salt to express true flavor. Ordering à la carte is a fun way to explore the menu, which offers grilled vegetables and items like chicken cha-shu in addition to omakase-a succulent onslaught of kara-age, chicken and duck tsukune, blistered shisito peppers, and soboro don.	","[
Meal prices

$50 to $75

, 

			 Additional information 
			
		

Private dining rooms

, 
Useful information

Address 362 W. 53rd St., New York 10019
Phone +12127570108
Website: http://www.torishinny.com


Driving directions

]","La Silhouette, 362, West 53rd Street, Midtown West, Manhattan, New York County, NYC, New York, 10019, United States of America",193,62.0,40.7650575,-73.9871359,0,1,13
Bar Boulud,"1900 Broadway, New York, NY 10023", French,"The restaurant that launched Chef Daniel Boulud's Upper West Side trifecta, Bar Boulud's first-class charcuterie and stellar wine list make it an idyllic prelude to any Lincoln Center show. Sit at the communal table with a hefty pour of a rare wine (ask about specials), and gaze at the tunnel-like dining room, crafted to mimic a barrel and clothed with Vik Muniz photographs of abstract wine spills. The wine-centric motif is as clear as the glassware. While their array of sips are winning, meat and cheese boards are equally worthy, thanks to the genius of Gilles Verot. He's responsible for the award-winning fromage de tête (bright and clean in flavor). The rest of the menu is as infallible and includes everything from Provençal rabbit to the Île flottante.	","[
Meal prices

$50 to $75

, 

			 Additional information 
			
		

Wheelchair accessible
Meals outside
Brunch
A particularly interesting wine list
Private dining rooms

, 
Useful information

Address 1900 Broadway, New York 10023
Phone +12125950303
Website: http://www.barboulud.com


Driving directions

]","Bar Boulud, 1900, Broadway, Lincoln Square, Manhattan, New York County, NYC, New York, 10023, United States of America",128,62.0,40.7719194,-73.9818732,0,0,13
Maya,"1191 1st Ave., New York, NY 10021", Mexican,"Upscale Mexican dining thrives at Chef Richard Sandoval's muy popular Maya. Slick with polished dark wood furnishings, vibrant tiled flooring, and accent walls the color of a ripe mango, this is always a fun scene. Adding to the revelry is the Tequileria, Maya's bar with a serious focus on agave spirits. Antojitos, such as squash blossom quesadillas and their trio of salsas, headline as starters. Tasty tacos are stuffed with smoked brisket and creamy chili slaw. Heartier dishes feature huitlacoche and wild mushroom enchiladas swathed in a creamy, fire-roasted poblano chile sauce. Especialidades like achiote-marinated carne asada with cactus-green bean salad and bacon-wrapped jalapeños display the kitchen's contemporary flair.	","[
Meal prices

$25 to $50

, 

			 Additional information 
			
		

Wheelchair accessible
Brunch

, 
Useful information

Address 1191 First Ave., New York 10021
Phone +12125851818
Website: http://www.richardsandoval.com


Driving directions

]","1191, 1st Avenue, Upper East Side, Manhattan, New York County, NYC, New York, 10065, United States of America",109,37.0,40.7631895,-73.9595936,0,0,13
Boulud Sud,20 W. 64th St. 10023, Mediterranean,"Far from a chichi French affair, Chef Daniel Boulud uses this ode to Mediterranean cuisine to explore all sides of the sea-from Morocco to Italy to Turkey and back again. Packed and lively, the dining room is airy with vaulted ceilings, natural lighting, and long striped banquettes. A semi-open kitchen allows a glimpse into the creation of deftly prepared delicacies. The menu here is light yet dense with bright flavor, from the crudo du jour (perhaps cubes of hamachi with gently braised cauliflower, pignoli, white raisins, and herbs) to a tender octopus salad with Marcona almonds, arugula, and Jerez vinegar. Huge morsels of chicken with cous cous, wilted greens, and preserved lemons make a hearty dish, attractively served in a classic tagine vessel.	","[
Meal prices

$50 to $75

, 

			 Additional information 
			
		

Brunch
Private dining rooms

, 
Useful information

Address 20 W. 64th St., New York 10023
Phone +12125951313
Website: http://www.bouludsud.com


Driving directions

]","20, West 64th Street, Lincoln Square, Manhattan, New York County, NYC, New York, 10023, United States of America",123,62.0,40.7718633,-73.9815968,0,0,14
Lincoln,142 W. 65th St. 10023, Italian,"Beside the Lincoln Center's reflecting pool, with its Henry Moore ""Reclining figure"" sculpture, is a space dedicated to art of the culinary variety. With its striking glass frame, swooping turf-topped roof, and sophisticated Italian fare, it provides the ideal spot for pre- and post-show sustenance. The chefs perform in their display kitchen behind a glass screen, but instead of offering a generic menu they choose a different region each month and then showcase its specialities and best known ingredients. So come in, say, May and it could be Sardinia when you can have malloreddus as a pasta course or some mosciame with your linguine. The cooking is robust and generously proportioned, although the care and craftsmanship of previous years is no longer evident.	","[
Meal prices

over $75

, 

			 Additional information 
			
		

Wheelchair accessible
Meals outside
Brunch
A particularly interesting wine list
Notable cocktail list
Private dining rooms

, 
Useful information

Address 142 W. 65th St., New York 10023
Phone +12123596500
Website: http://www.lincolnristorante.com


Driving directions

]","142, West 65th Street, Lincoln Square, Manhattan, New York County, NYC, New York, 10023, United States of America",123,112.5,40.7725776,-73.9845657,0,0,19
Telepan,72 W. 69th St. 10023, American,"There is a reason why we all wish that a Telepan would appear in our own neighborhood-this is among the city's most solid restaurants. With its brownstone charm firmly in place, the impeccable interior has an equally New York feel with cozy rooms, brick, and food-centric artwork decorating the light walls. Every element feels as though it is in smart proportion and lends an airy feel to the space, from the contemporary plates to the petite wood tables. The waitstaff is professional, not overly formal, and genuinely interested in each guest. Classic American elegance shines in a menu that effortlessly balances technique, ingredients, and flavor in perfect measure, while remaining creative and never predictable. Don't miss signature dishes like the lobster Bolognese, served as a whole tail or claws over a massive twirl of beautifully cooked spaghetti with finely chopped lobster meat in a light shallot-garlic-tomato broth that ensures the sauce melds with each bite. A gorgeous fillet of butter-poached turbot, which arrives alongside roasted winter squash made fragrant and sweet with allspice, is then finished with a decadent touch of caviar. The peanut butter and chocolate-gianduja crémeux is a perennial highlight.	","[
Meal prices

$50 to $75

, 

			 Additional information 
			
		

Brunch
A particularly interesting wine list
Notable cocktail list

, 
Useful information

Address 72 W. 69th St., New York 10023
Phone +12125804300
Website: http://www.telepan-ny.com


Driving directions

]","72, West 69th Street, Lincoln Square, Manhattan, New York County, NYC, New York, 10023, United States of America",192,62.0,40.7750881,-73.9799408475,0,1,14
Andanada,141 W. 69th St. 10023, Spanish,"The ambience of this unselfconscious Spanish dynamo is vibrant and notably personable. Located just below street-level, Andanada is laid-back but still formal, with professional, customer-driven servers attending to your every whim. The crowd is lively yet sophisticated-whether seated at the date-friendly bar, pleasant glass atrium, or brick dining room decorated with memorable bullfighting scenes. Like its surrounds, this noteworthy cuisine arrives much more beautiful than expected-clearly there is modern talent in Chef Manuel Berganza's kitchen. While the chef's creative expression has been met with mixed results of late, each dish can at its best be composed with an eye on innovative cooking as well as classic flavors. Here, Catalan pork sausage is interestingly composed with shaved fennel and a fava bean casserole to elevate each bite. Then, pristine sardines are wrapped around pan con tomate and set over a bed of picada-style sauce for good flavor. Likewise, berenjenas asada is appealingly complex, served as cubed and puréed eggplant, balanced by a honey- and red wine-vinegar reduction. Simple-sounding mushroom croquettes combined with barely pickled mushrooms are gloriously earthy.	","[
Meal prices

$50 to $75

, 

			 Additional information 
			
		

Brunch
Notable cocktail list

, 
Useful information

Address 141 W. 69th St., New York 10023
Phone +16466928762
Website: http://www.andanada141.com


Driving directions

]","141, West 69th Street, Lincoln Square, Manhattan, New York County, NYC, New York, 10023, United States of America",177,62.0,40.77624535,-73.9814659374,0,1,18
Bin 71,"237 Columbus Ave., New York, NY 10023", Italian,"An enoteca in the true sense of the term, Bin 71 focuses on vino with more than 30 varieties by the glass and over 60 by the bottle. A place to discover new blends and producers, this haunt is known to promote wine-focused conversation and amazing Italian-accented cuisine. An all-consuming U-shaped marble bar makes it easy-stay long enough and you're reaching for the menu. Beyond excellent cheese and charcuterie, dishes feature flavorful herbs that perfume a grilled chicken, which comes on a bed of sautéed spinach with white bean ragout and sweet-sour caponata. Basil-scented North Atlantic cod soup swarming with creamy, thinly sliced potatoes hits the spot, as does dessert-maybe a fanned-out poached pear served with a scoop of gianduja-hazelnut gelato?	","[
Meal prices

$25 to $50

, 

			 Additional information 
			
		

Meals outside
Brunch

, 
Useful information

Address 237 Columbus Ave., New York 10023
Phone +12123625446
Website: http://www.bin71.com


Driving directions

]","237, Columbus Avenue, Lincoln Square, Manhattan, New York County, NYC, New York, 10023, United States of America",121,37.0,40.7765526,-73.9791988,0,0,0
Il Ristorante Rosi,"903 Madison Ave., New York, NY 10021", Italian,"Madison Avenue has no shortage of shops, but none is more detrimental to your waistline (or wallet) than the Parmacotto salumi counter displayed at the front of Il Ristorante Rosi. Dare to indulge in more than just a snack? Venture further inside, and you'll be rewarded with a snazzy dining room complete with crimson walls, white leather furnishings, and frescoes and sculptures thrown in for dramatic effect. Start with a plate of that paper-thin salumi before moving on to enjoyable cooking that includes melanzane roasted until silky soft, capped by grated parmesan turned golden under the broiler, and plated with diced tomatoes and chickpea purée. Non-meat eaters will be happy to find porcini risotto or a satisfying cauliflower ""steak.""	","[
Meal prices

$50 to $75

, 

			 Additional information 
			
		

Brunch

, 
Useful information

Address 903 Madison Ave., New York 10021
Phone +12125177700
Website: http://www.salumeriarosi.com


Driving directions

]","903, Madison Avenue, Upper East Side, Manhattan, New York County, NYC, New York, 10021, United States of America",119,62.0,40.7720822,-73.964936313,0,0,14
Café Mingala,"1393B 2nd Ave., New York, NY 10021", Burmese,"Café Mingala is a special destination-not simply because this is the only Burmese restaurant in all five boroughs. The cuisine itself is downright addictive and undeniably unique. This cross-cultural cuisine distills the flavors of Myanmar's neighbors-China, India, Thailand, and Malaysia-into its own luscious specialties. The pickled green tea leaf salad combines chopped lettuce, bean sprouts, peanuts, sesame seeds, and bits of tea leaf all dressed with spiced oil and fresh lime. Follow this with mo-goke pork, from the ""land of rubies"" made with tender chunks of meat braised in a salty and sweet dark sauce. Café Mingala's signature dish is a flaky ""thousand-layer"" pancake, or keema, topped with ground beef and potatoes in a turmeric-rich curry.	","[
Meal prices

under $25

, 
Useful information

Address 1393B Second Ave., New York 10021
Phone +12127448008


Driving directions

]","2nd Avenue, Upper East Side, Manhattan, New York County, NYC, New York, 10035, United States of America",116,18.5,40.770106,-73.9574142,0,0,12
The Ribbon,20 W. 72nd St. 10023, American,"Eric and Bruce Bromberg, the talented brothers behind the city's Blue Ribbon empire, strike again-this time in an enormous, industrial-chic space featuring a bustling bar and long communal tables up front; and a handsome, light-filled dining room with a visible kitchen. The Ribbon's well-sourced menu is an ode to classic American dishes, with a fantastic rotating butcher's board; a tempting raw bar; and a roster of burger variations, including oxtail and mushroom. Don't miss the house-made cavatelli tossed with shredded chicken, creamy artichoke hearts, blistered cherry tomatoes, and tender wilted spinach. The juicy, spit-roasted Amish chicken marinated in sage and Riesling, and served with spicy mustard and crispy sage leaves, is yet another delight.	","[
Meal prices

$50 to $75

, 

			 Additional information 
			
		

Brunch

, 
Useful information

Address 20 W. 72nd St., New York 10023
Phone +16464169080
Website: http://www.theribbonnyc.com


Driving directions

]","The Franconia, 20, West 72nd Street, Lincoln Square, Manhattan, New York County, NYC, New York, 10023, United States of America",114,62.0,40.77655395,-73.9774553279,0,0,13
Sushi Sasabune,401 E. 73rd St. 10021, Japanese,"True, Sushi Sasabune has a drab dining room with service that is best described as efficient. That said, everyone comes for their omakase-only menu of pristine fish and skillfully prepared sushi, which deserves every ounce of its high praise. For those who don't already know the drill, abandon any idea of getting a spicy tuna roll-only truly authentic Japanese cuisine is served here. And it happens to be fantastic. The team sends out the finest from behind the counter and instructs you on exactly how to eat it, as in ""soy sauce"" or ""no soy sauce."" Cede control and delight in lean maguro drizzled with ponzu, kurodai nigiri sprinkled with crunchy sesame seeds, firm houbou brushed with hot ginger-soy sauce, and a creamy blue crab hand roll.	","[
Meal prices

over $75

, 
Useful information

Address 401 E. 73rd St., New York 10021
Phone +12122498583


Driving directions

]","401, East 73rd Street, Upper East Side, Manhattan, New York County, NYC, New York, 10021, United States of America",127,112.5,40.7684563,-73.9551534,0,0,12
Persepolis,"1407 2nd Ave., New York, NY 10021", Persian,"Silky-smooth spreads, homemade yogurt, grilled meats, and fragrantly spiced stews have solidified Persepolis' reputation as one of the city's finest Persian restaurants. Linen-draped tables, spacious banquettes, and big windows facing Second Avenue fashion a look that inspires dressing up (or not). Service is always gracious, if at times earnest. The kitchen shines with its eggplant halim, a creamy, steaming roasted eggplant and onion dip with tender lentils and a dollop of yogurt on top. A kebab duo of saffron-tinged chicken and grilled beef are both succulent successes, served with basmati rice flecked with bits of sour cherry. For dessert, try the tart-sweet Persian lemon ice studded with bits of rice noodles and doused in deep red cherry syrup.	","[
Meal prices

$25 to $50

, 

			 Additional information 
			
		

Meals outside

, 
Useful information

Address 1407 Second Ave., New York 10021
Phone +12125351100
Website: http://www.persepolisnewyork.com


Driving directions

]","1407, 2nd Avenue, Upper East Side, Manhattan, New York County, NYC, New York, 10021, United States of America",118,37.0,40.76984185,-73.9580180967,0,0,13
Andaz,"1378 1st Ave., New York, NY 10021", Indian,"Simply stated, Andaz is one of the best Indian dining gems in the city's upper quarter. This demure space feels tidy and neutral beneath colorful ceiling pendants and wine shelves. A polite staff attends to the familiar coterie of neighborhood patrons. The menu specializes in regional dishes that are spiced to your desired level. Sample rich bowls of keema matar, a thick and meaty stew of minced lamb and sweet peas in a spicy curry paste of dried red chilies, ginger, coriander, and cloves. Hearty vegetarian options include paneer makhani, brimming with cubes of diced house-made cheese in a decadent cream and butter-enriched tomato sauce; or lusciously seasoned and distinctly tart vegetable vindaloo stocked with cauliflower, potatoes, and sweet carrots.	","[
Meal prices

$25 to $50

, 
Useful information

Address 1378 First Ave., New York 10021
Phone +12122880288
Website: http://www.andazny.com


Driving directions

]","1378, 1st Avenue, Yorkville, Manhattan, New York County, NYC, New York, 10021, United States of America",120,37.0,40.768710125,-73.955212875,0,0,12
Tanoshi,"1372 York Ave., New York, NY 10021", Japanese,"For three seatings nightly Chef Toshio Oguma works his magic at this 10-seat, omakase-only Yorkville sushi haunt. The ocean's currents dictate the catch of the day, but here's what you can always expect as decreed by the chef: loosely formed body temperature rice and room temperature fish cured Edo-style. Tanoshi's pristine piscine selection will reveal an enticing bounty. Items can be as simple as a piece of deep ocean sea bream brushed with soy sauce and touched with sea salt, or as dressed up as a salt- and vinegar-cured branzini topped with sweet pickled white kelp and marinated cherry leaf. Five-second-poached Hokkaido sea scallops and salmon roe marinated for 48-hours in soy, honey, and sake may fall somewhere in between courses and are quite excellent.	","[
Meal prices

$50 to $75

, 
Useful information

Address 1372 York Ave., New York 10021
Phone +19172658254
Website: http://www.tanoshisushinyc.com


Driving directions

]","1372, York Avenue, Upper East Side, Manhattan, New York County, NYC, New York, 10021, United States of America",125,62.0,40.7675761,-73.9528279167,0,0,12
FP Patisserie,"1293 3rd Ave., New York, NY 10021", French,"This enticing emporium marks Francois Payard's return to the Upper East Side, where sophisticated sweet-tooths can either grab a box of handmade chocolates or macarons to take home, or stay for an enjoyable meal in the salon de thé. Popular among the ladies, this petite room carries a sunny color scheme. Salads paired with freshly baked bread comprise their fine lighter fare; while heartier appetites will enjoy a choice of croque monsieur, or perhaps foie gras- and mushroom duxelles-stuffed chicken breast dressed with an intense mushroom jus. It goes without saying one must save room for dessert. Walk up to the sparkling display case and select any one of the fabulous creations, like the simply stated caramel tart for a salt-flecked piece of heaven.	","[
Meal prices

$25 to $50

, 

			 Additional information 
			
		

Brunch

, 
Useful information

Address 1293 Third Ave., New York 10021
Phone +12127175252
Website: http://www.francoispayard.com


Driving directions

]","1293, 3rd Avenue, Yorkville, Manhattan, New York County, NYC, New York, 10021, United States of America",124,37.0,40.7712154,-73.95941,0,0,12
Maison Kayser,"1294 3rd Ave., New York, NY 10021", French,"Maison Kayser is the US flagship of French baker extraordinaire Eric Kayser whose skill with flour and water has yielded him a collection of boulangeries that span the globe. Arrive to find a small retail area stocked with temptation and a bustling café that comforts guests in an oak-floored, mirror-paneled room staffed with servers sporting Breton tees. Get the ordering out of the way to speed up the arrival of the bread, made from organic New York-grown grain and studded with walnuts or dried fruit, rustically presented in a burlap sack. From the menu, enjoy the likes of shrimp- and lump crabmeat-topped guacamole; traditional boeuf Bourguignon presented in a cocotte; or pistachio éclair. All are worthy complements to the array of bread.	","[
Meal prices

$25 to $50

, 

			 Additional information 
			
		

Brunch

, 
Useful information

Address 1294 Third Ave., New York 10021
Phone +12127443100
Website: http://www.maison-kayser-usa.com


Driving directions

]","1294, 3rd Avenue, Yorkville, Manhattan, New York County, NYC, New York, 10021, United States of America",122,37.0,40.77131625,-73.95958475,0,0,13
Caravaggio,23 E. 74th St. 10021, Italian,"Nestled among Madison Avenue boutiques and commanding a rather formal air, this highbrow Italian dining room is a good reason to dress up and splurge. The slender setting is adorned with silk-lined walls, sleek leather seating, and evocative artwork. The well-dressed staff is serious, but their hospitality is genuine. The team of highly experienced co-chefs is equally intense in turning out their skilled cooking. Antipasti might include an elegant, warm octopus salad with baby artichoke and crispy potatoes, while heartier options may feature house-made cavatelli with jumbo crabmeat and sea urchin. Lunch offers a more pared-down experience, but a bowlful of velvety pasta e fagioli stocked with plump borlotti beans is a perfect post-shopping tonic.	","[
Meal prices

$50 to $75

, 

			 Additional information 
			
		

Wheelchair accessible
Private dining rooms

, 
Useful information

Address 23 E. 74th St., New York 10021
Phone +12122881004
Website: http://www.caravaggioristorante.com


Driving directions

]","23, East 74th Street, Upper East Side, Manhattan, New York County, NYC, New York, 10021, United States of America",115,62.0,40.7733365,-73.9647742,0,0,14
J.G. Melon,"1291 3rd Ave., New York, NY 10021", American,"Posterity will remember J.G. Melon as a classic and coveted New York institution. Make your way into this cave set upon a cozy Upper East corner, where the timeless vibe and cheery staff make up most of its allure. Drinks are steadily churned out at a dark wood bar, so arrive early to avoid the hordes. The focus at this multi-generational saloon is the burger-perhaps paired with a lip-smacking Bloody Mary at brunch? The warm toasted bun topped with meat cooked on a griddle to rosy pink is coupled with onions, pickles, and crispy crinkle-cut fries. Be forewarned: you will go through the entire stack of napkins before finishing. Other simple pleasures include standards like salads, steaks, and eggs. Seal the meal with a chocolate chip-studded layer cake.	","[
Meal prices

under $25

, 

			 Additional information 
			
		

No credit cards
Meals outside

, 
Useful information

Address 1291 Third Ave., New York 10021
Phone +12127440585


Driving directions

]","1291, 3rd Avenue, Yorkville, Manhattan, New York County, NYC, New York, 10021, United States of America",128,18.5,40.7710892,-73.959404,1,0,12
Mezzaluna,"1295 3rd Ave., New York, NY 10021", Italian,"Time and time again, this Italian idol hits the spot. Just take a look at the jubilant crowd huddled together at pink granite tables throughout the Euro-chic yet cozy room. One wall is yellow while another is completely lined with 77 depictions of the restaurant's name, beneath a sky-blue ceiling painted with clouds. Neighborhood residents and savvy tourists know Mezzaluna's unfussy Italian cooking is guaranteed to be delizioso. Take for example the veal Milanese-pounded thin and delicately crunchy, simply topped with peppery wild arugula and sliced cherry tomatoes. Other hits include pizzas that emerge from a wood-burning oven unceremoniously stationed in a corner, or beef carpaccio with a choice of toppings like artichokes and Parmigiano Reggiano.	","[
Meal prices

$25 to $50

, 

			 Additional information 
			
		

Meals outside

, 
Useful information

Address 1295 Third Ave., New York 10021
Phone +12125359600
Website: http://www.mezzalunanyc.com


Driving directions

]","1295, 3rd Avenue, Yorkville, Manhattan, New York County, NYC, New York, 10021, United States of America",116,37.0,40.77115775,-73.95925865,0,0,12
Sushi Yasaka,251 W. 72nd St. 10023, Japanese,"There are no decorative distractions at this efficient if spare sushi-ya located a few steps below street level. The simple space offers three rows of tables, unadorned white walls, and a well-lit counter in the rear, and is warmed up by enthusiastic servers. Devoted customers know the draw here is not atmosphere, but the quality and excellent value omakase. Fish can be surprisingly luscious, especially the salmon, which has a remarkably clean finish and great salty note. The medium fatty tuna needs nothing more than a kiss of soy sauce. A 12-course omakase might also include giant clam, uni, sea eel, fluke, smelt roe, and for dessert, tamago. The kanto soba is excellent too, with a rich soy-bonito broth with scallions, seaweed, and a fish cake.	","[
Meal prices

$25 to $50

, 
Useful information

Address 251 W. 72nd St., New York 10024
Phone +12124968466
Website: http://www.sushiyasaka.com


Driving directions

]","Sushi Yasaka, 251, West 72nd Street, Upper West Side, Manhattan, New York County, NYC, New York, 10023, United States of America",126,37.0,40.7795706,-73.9834629,0,0,12
Boathouse Central Park,Loeb Boathouse, American,"The word ""touristy"" is mostly used pejoratively but there's no denying that sometimes visitors to the city know a good thing when they see one. Loeb Boathouse was built in 1954 and includes an outdoor bar and a restaurant whose glass wall folds away in the summer to give every table a great view of the lake. If you want to swap the chaos of the city and its cacophony of car horns for a couple of tranquil hours, then here's where to come. The menu is a mix of American and European classics alongside less successful dishes of a more innovative persuasion. Try the robustly seasoned linguine with Little Neck clams or Scottish salmon with chickpea purée. While brunch and lunch are year-long affairs, dinner is only served during warmer months.	","[
Meal prices

$50 to $75

, 

			 Additional information 
			
		

Wheelchair accessible
Meals outside
Brunch
Private dining rooms

, 
Useful information

Address The Lake at Central Park, New York 10021
Phone +12125172233
Website: http://www.thecentralparkboathouse.com


Driving directions

]","The Loeb Boathouse, East Drive, Upper East Side, Manhattan, New York County, NYC, New York, 83, United States of America",132,62.0,40.7753299,-73.9687428302,0,0,18
Orsay,"1057 Lexington Ave., New York, NY 10021", French,"With its mahogany paneling, hand-laid mosaic tiles, windows dressed with lacy café curtains, and pewter bar, this luxe brasserie is a painstakingly realized vision of art nouveau. Orsay proves its dedication to French tradition from the sidewalk seating to marble stairs leading up to a private room. Chef Antoine Camin's cheese soufflés sustain much of the well-dressed crowd here, but the classic menu brings much more. Soupe de poisson is a richly satisfying fusion of fish, tomatoes, fennel, and herbs; brook trout is presented à la Grenobloise with browned butter, capers, and finely diced croutons; and roasted pork tenderloin arrives with savoy cabbage, apples, and hard cider sauce. The soaked baba au rhum is as fine a rendition as any à Paris.	","[
Meal prices

$25 to $50

, 

			 Additional information 
			
		

Wheelchair accessible
Meals outside
Brunch
Private dining rooms

, 
Useful information

Address 1057 Lexington Ave., New York 10021
Phone +12125176400
Website: http://www.orsayrestaurant.com


Driving directions

]","1057, Lexington Avenue, Upper East Side, Manhattan, New York County, NYC, New York, 10021, United States of America",122,37.0,40.772441,-73.96061,0,0,13
Café Boulud,20 E. 76th St. 10021, French,"Taking its cue from classic French cuisine, Daniel Boulud's refined vision of food and beverage at the Surrey hotel is comprised of two spaces: the jewel box known as Bar Pleiades and this elegant, appealingly understated restaurant. Inside, ritzy residents and in-the-know globetrotters dine in a well-groomed, secluded room furnished with plush carpeting, rich wood accents, and mirrored surfaces. Sparkling elements atop beautifully laid tables set off the spot's conviviality, and gallant, smartly-dressed servers display unwavering competence in their presentation of uniquely constructed and superb tasting compositions. Under the watch of Chef Aaron Bludorn, the kitchen makes culinary decisions that never disappoint. Classically done poulet rôti showcases evenly moist, crispy skinned chicken finished with a fragrant tarragon jus, while the Crescent Farms Pekin duck, cooked to a perfect pink and sprinkled with coarse salt, is served with currant-studded kasha for wonderful depth in flavor and texture. For dessert, intricately layered crêpe cakes are garnished with rhubarb gelée and kissed with ricotta sorbet. And warm and springy madeleines-a house signature-send satisfied diners on their way.	","[
Meal prices

over $75

, 

			 Additional information 
			
		

Wheelchair accessible
Meals outside
Brunch
A particularly interesting wine list
Notable cocktail list
Private dining rooms

, 
Useful information

Address 20 E. 76th St., New York 10021
Phone +12127722600
Website: http://www.cafeboulud.com


Driving directions

]","20, East 76th Street, Upper East Side, Manhattan, New York County, NYC, New York, 10021, United States of America",174,112.5,40.7744309,-73.9639538,0,1,14
Atlantic Grill,"1341 3rd Ave., New York, NY 10021", Seafood,"This gorgeous Grill's sprawling patio is a seafood oasis in the midst of urban chaos. It seems deceivingly vast until you round the bend to a second, beachy dining room decked with a marble sushi counter and rattan chairs-a taste of tropicana on Third Avenue. Despite its name, Atlantic Grill pulls influence from the Pacific (think delicious yet unapologetically unauthentic sushi). Hints of sriracha and ginger keep things bright in bigeye tuna tartare, served in a glass jar glistening with sesame oil and avocado. Soft tacos filled with spicy shrimp and pineapple pico de gallo or red-miso Atlantic cod are filling and light at once. Brunch is a hit with twists on traditional fare. Some whine about the prices, but considering the neighborhood, hush up!	","[
Meal prices

$25 to $50

, 

			 Additional information 
			
		

Meals outside
Brunch

, 
Useful information

Address 1341 Third Ave., New York 10021
Phone +12129889200
Website: http://www.atlanticgrill.com


Driving directions

]","Atlantic Grill, 1341, 3rd Avenue, Yorkville, Manhattan, New York County, NYC, New York, 10035, United States of America",125,37.0,40.7726193,-73.9582704,0,0,13
