name,cuisine,blurb,ZIP,latitude,longitude,avg_USD,stars,bib,assiette,wine,view,garden,outside_dining,air_conditioning,no_dogs,parking,dinner_only,wheelchair,private_dining,with_rooms,booking,lunch_only,dinner_tasting,valet
Uncle Zhou, Chinese,"Gifted cooks have been setting up in Elmhurst to show off their skills, but the chef/visionary of this modestly decked, massively popular Henanese gem has been a fixture from the start. Seat yourself inside the butterscotch-hued room, surrender to the affable staff, and await a memorable feast. Opening this culinary show are pickled cucumbers and briny bamboo shoots with mushrooms, followed by pan-seared lamb dumplings or hugely fortifying ""Dial oil"" noodles sautéed with dried red chilies. For the consummate finale, pre-order ""Taosibao,"" an impressive showpiece of rice-stuffed quail inside a squab, inside a chicken, inside a duck. Not only is this trumped-up version of turducken technically superb, but every element is flavored by an aromatic broth.",11373,40.74059,-73.87927,18.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co., Pizza,"Head to Co. for something other than those Naples-aping pizzerias that have come to monopolize the whole of New York. A serious destination for its dedicated take on pies, this carb haven pays equal attention to the dough and toppings, with outstanding results. These are the ways of celebrated baker and chef, Jim Lahey, who perfected his yeasty, smoky flavors at Sullivan Street Bakery (a few doors away) and is NYC's resident expert on bread-making.Amid wood-paneled walls, wine racks, and modern-looking mirrors, crowds savor innovative combinations, such as spicy merguez with smoked pepper sauce, pecorino, and mint on a puffy crust. Nightly specials include a creamy leek and celeriac soup, finished with olive oil and freshly ground black pepper.",10001,40.747257,-74.0008,37.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Motorino, Pizza,"What started out as a Neapolitan-style pizzeria in Brooklyn has grown into a global chain with locations in Hong Kong and Manila. Cloaked in the scent of wood-fired pies, Motorino is praised as an all-day spot that's easy on the wallet. True, it may be smaller than the newer, slightly grander Williamsburg outpost, but these pizzas leave nothing to be desired. Blackboard specials convey the product-focused sensibilities that begin with a lunchtime prix-fixe pairing a green salad of mint, beet greens, and red onion in balsamic vinaigrette with a perfectly charred and chewy pie. The foundation of each pizza is its outstanding crust spread with crushed tomatoes, gobs of melting fresh mozzarella, and perhaps a generous layering of spicy sausage slices.",10003,40.73019,-73.98397,18.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Inatteso Pizzabar Casano, Italian,"Manhattan has no shortage of pizza. But shockingly, the touristy, banker-packed Battery Park City lacked a proper wood-fired pizza until the arrival of Inatteso. Tucked away, it features stunning views of the Statue of Liberty and Ellis Island from the south end of the bar. Any seat in the brightly lit, wood-paneled room provides a glimpse of the oven and scents of a blistering crust. The 12-inch Margherita expresses pure pizza-making skill through soft, fluffy dough with a touch of semolina and knobs of fior di latte. It's not entirely traditional but completely enjoyable. The menu doesn't stop at pizza, and neither should you. Sample pasta like orechiette with broccoli rabe and pan-roasted mahi mahi with sweet and sour eggplant caponata.",10280,40.706074,-74.016884,37.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
North End Grill, American,"Its contemporary look features that same stunning combination of white umbrella-like fixtures, black-stained walls, and midnight blue banquettes. However, the reigning chef in the open kitchen reveals a menu shift towards grilled foods, updated comfort favorites, and charcuterie. Start with an artfully arranged terrine layering strips of pig's ear topped with green beans and mustard vinaigrette. The flavors of wood infuse every element of a thick, blistered pizza decked with potatoes, pancetta, sweet onions, and gently poached eggs. French sensibilities shine in the simply grilled Colorado lamb chops with ribbons of zucchini, baby leeks, and carrots. For dessert, the creamsicle pie bursts with the taste of candied orange, whipped cream, and childhood.",10282,40.715473,-74.015656,62.0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
Almayass, Lebanese,"Armenian influences steer the Lebanese cuisine here to a unique and rather elegant place. While this family-run operation has numerous Middle Eastern locations, this is their sole U.S. outpost. Polished service befits the upscale room, installed with vivid artwork and tables generously sized for feasting. Beginning with a selection of fresh and flavorful meze is absolutely necessary. Cold options include kabiss, an assortment of spicy pickled vegetables; and moutabbal Almayass, a magenta-colored spread of mashed beets seasoned with sesame paste, lemon, and garlic. Or opt for hot, succulent, and traditional mantee-little pockets stuffed with beef, earthenware-baked, and doused with tart yogurt. A selection of Lebanese producers headlines the wine list.",10010,40.739597,-73.98896,37.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anjappar, Indian,"Step inside this Curry Hill standout to unearth a dining room that is festive without being kitschy. Carved woodwork and a palette of red and ivory embolden the tasteful setting. Specializing in the cuisine of the Chettinad region, this South Indian kitchen showcases freshly ground spice blends and a particular fondness for eggs. This is clear in items like nattukozi (country chicken) biryani featuring a fluffy mound of fragrant basmati studded with a hard-boiled egg and pieces of bone-in chicken, sided by onion gravy, chopped fresh onion, and tomato-studded raita. Also sample the meen kolambu or chunks of kingfish in a brick-red curry redolent with mustard seeds, coarse ground black peppercorns, red chilies, and bits of fresh and aromatic curry leaf.",10016,40.742558,-73.982666,37.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NoMad, Contemporary,"The reputation of the seductively louche NoMad hotel, housed within a strikingly bohemian beaux-arts building, owes much to the considerable talents of Will Guidara and Chef Daniel Humm of Eleven Madison Park, as they look after all things relating to food and drink. The glass-roofed Atrium is the chief pleasure dome but a meal in NoMad's land is a moveable feast and some prefer eating in the more languid surroundings of the Parlour, where there's a little less head swiveling and competitive dressing. Wherever you sit, you'll find the service confident and engaging and the menu hugely appealing. Don't come expecting the culinary pyrotechnics of Eleven Madison Park: here it's about familiar flavors in more approachable, less intricate dishes, but with the same care and understanding of ingredients. Chicken-which, if we're honest, would be the final meal of choice of many of us-is the undoubted star; they roast a whole bird, pimp it up with foie gras and black truffle and serve it for two. Bone marrow adds depth to beef, while asparagus with bread sauce shows the kitchen is equally adept when subtlety is required. For dessert, look no further than the aptly named ""Milk & Honey.""",10001,40.74497,-73.98883,112.5,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Kokum, Indian,"The specialties of India's southern coastline are the focus at this gratifying Shiva Natarajan venue. Named after the tart tropical fruit, Kokum is prettified by a mural of fishing boats on a sandy stretch and exposed filament bulbs reflecting warmly off bronzed mirror panels. Delights from Kerala, Chennai, and Mangalore anchor the menu. Roasted in a banana leaf with diced tomato and spices, the fish pollichathu is infused with sweetness and accompanied by fried tapioca root. Kori gassi is chicken in a rich curry containing plenty of dried red chilies but tempered by coconut milk and flecked with curry leaf. Carb fans can't resist the fragrant mound of vegetable biryani, drizzled with saffron butter, topped with fried onions and crushed papadum.",10016,40.742294,-73.982834,37.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acme, Contemporary,"NoHo is no stranger to Vogue-ready waitresses, but Acme's reincarnation two years ago produced an inventive Nordic culinary nirvana, equal parts rustic brasserie and sultry lounge. Naturally, the crowds came and never left its metal-topped bar and pine-green banquettes. One could stare at the gorgeously lit backdrop of bottles, but grab a Foxy Brown and contemplate the innovative menu. Chef Mads Refslund brings his Danish sensibility to many dishes, including lightly cured mackerel finished with grated horseradish. But he also leaves room for comforting fusion dishes like Johnny Cakes-an American classic-turned-fun ensemble of thin cornbread flapjacks, accompanied by sweet, porky confit, as well as an assortment of crispy pig ears and pickled veggies.",10012,40.727375,-73.993774,37.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Perla, Italian,"This rustic little Minetta Lane charmer is packed to the gills most nights of the week, but it comes by its popularity honestly. The ingredients are all in place: a stylish interior; a genuinely likable staff; an unfussy menu with well-sourced ingredients and detailed execution. What's not to love here? Fresh from a face-lift, Perla now offers four different family-style dishes, serving multiple people at reasonable price points. Other menu highlights include plump Mediterranean sardines in a tomato sauce, pocked with tender braised tripe, salty black olives and fennel; a near-perfect rendition of bucatini cacio e pepe; and a succulent roast pork sndawich, fragrant with fennel seeds, and served with layers of garlicky broccoli rabe, giardiniera, and provolone.",10012,40.730392,-74.00131,37.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RedFarm, Asian,"The hot spot for upscale (and of the moment) Chinese food, RedFarm packs in the flavor, the noise, as well as the people. On any given night, the line will snake out the door, and a wait is inevitable to score a seat at their communal table in this industrial space. It's worth any hassle, though, when you sit down to experience the farm-to-table, Asian-fusion concept from big names in the business like Joe Ng & Ed Schoenfeld. The freewheeling kitchen relishes experimenting with local ingredients. Try the bright green pea-leaf and shrimp dumplings, which stand out beautifully in their near-translucent casing; or wok-fried Dungeness crab and crawfish in a thick and spicy basil-ginger sauce. For some Peking duck fun, head downstairs to Decoy.",10014,40.73408,-74.00627,37.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bettolona, Italian,"Morningside Heights' darling gets high marks from Columbia University students for pasta and pizza. The little room is crowded with locals fueling up on delightful lasagna verdi, meaty linguine Bolognese, or the puffy, crusty delights that emerge from the wood-burning oven. The succulent array includes pizza affumicata spread with crushed tomato, fresh cherry tomatoes, smoked fresh mozzarella, and crumbles of sausage. The chicken breast Marsala is stuffed with spinach, fontina, mushrooms, and is a tasty example of their heartier cooking. Lodged under the elevated 1 train, Bettolona is inviting nonetheless with its closely arranged wood tables, brick walls, and rustic vibe. Baby sibling Coccola brings their signature pizza and panuozzo up to West Harlem.",10027,40.81413,-73.95961,37.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cédric, French,"Cédric Lecendre's great little bistro is as cool and jubilant as Harlem itself. Marked by red awnings outside, the room is snug and cheerfully adorned with etched mirrors, gold accents, and splashes of rouge. The staff's French accents might hint of Paris, but the black-and-white prints on the walls return you to the landmarks of Manhattan. This kitchen's updated French bistro classics are universally pleasing. Enjoy thinly sliced endive tossed with walnuts and Roquefort cheese; followed by pan-seared duck breast with a cherry sauce and gratin Dauphinois; or hot and juicy grilled hanger steak with caramelized shallots, red wine reduction, and a heap of crispy shoestring frites. Desserts like the île flottante are traditional and spot-on.",10026,40.806126,-73.95282,37.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Jin Ramen, Japanese,"All you really need to know is that this is the hands-down best ramen above 59th Street. Sure, decorative elements are simple, and it hardly matters that this little gem is hidden behind the 125th Street station's brick escalator. What comes from the kitchen deserves kudos. The menu is concise, offering a few items such as house-made gyoza for starters. These pan-fried shrimp dumplings have a delicate, crisped wrapper and arrive with sesame-seed flecked dipping sauce. Shio, shoyu, and miso ramen are all delightful, but the tonkatsu ramen is a special treat. The piping hot, almost creamy, mouthcoating distillation of pork bones is deliciously rich and stocked with fragrant chasu, pickled bamboo shoots, slivered green onion, and a soft-boiled egg.",10027,40.81547,-73.95866,18.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Café China, Chinese,"An inconspicuous façade lost in midtown masks this striking restaurant, decorated with seductive portraits of 1930s Shanghai starlets, bright red chairs, lush bamboo planters, and a dominating marble-and-dark wood bar.The kitchen continues to struggle with popularity, yet on each table find balanced and elegant expressions of Sichuan cuisine that can stand above most in the city-one that avoids the easy umami of monosodium glutamate and egg rolls for composed, elegant expressions of this region's dishes. The almost overwhelming menu features dozens of cold and hot appetizers, noodles, entrées, and desserts. From refreshing pieces of cold-poached chicken tossed with a generous mound of chili-oil and peanuts, to aromatic smoked tofu mingled with silky batons of celery stalk, flavors here often bring more complexity than straight heat and the presentations are more genteel than brute. But that's not to say the kitchen doesn't conduct a fiery arrangement-try crisp, meaty, and double cooked pork belly harmonized with hot Sichuan peppercorns, green bell peppers, leeks, and fermented black beans. It's a face-melting experience that is more New York authentic, but still, devilishly delicious.",10016,40.749973,-73.98228,37.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Vitae, Contemporary,"Ordering an Old Fashioned at lunchtime is fraught with all sorts of social implications so praise be to restaurants like Vitae, which are grown up enough to ensure that no eyebrows are raised when someone decides they want lunch the old fashioned way. This is a sophisticated and elegant midtown restaurant with an appealing self-confidence. Even the soundtrack appears to have been chosen by someone who actually knows what good music sounds like. Service is snappy, assured, and well-organised. The menu is contemporary without being faddish. Flavor combinations, such as the sesame salmon with soy, are recognizable and complementary and dishes pass that most basic of tests: they are very easy to eat. And those cocktails are pretty good too.",10017,40.755806,-73.97848,62.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Añejo, Mexican,"This tasty cocina set in Hell's Kitchen is unpretentious and intimate. The house is always full and crowds are convivial, especially while sipping one of Añejo's beloved cocktails. The namesake margarita is an upscale, top-shelf refresher made with fresh lime juice and agave nectar that pairs perfectly with just about anything from the kitchen. Ceviche, small plates, and tacos are all to be enjoyed with gusto. Start with the guacamole trio featuring traditional, pineapple-chipotle, and tomatillo-charred poblano variations. Then move on to a warm mushroom salad with wilted watercress, brown butter, and Berkshire pork chorizo. Pumpkin tamale is an outstanding deconstructed square of smashed kabocha squash, lamb barbacoa, and crema inside a banana leaf.",10036,40.762802,-73.99312,37.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Benares, Indian,"Unassuming inside and out, Benares serves solid Northern Indian fare in a casual setting. The South Asian clientele is testament to its authenticity. The décor may seem a bit limited, but thoughtful touches include a colorful glass chandelier and a framed painting of women washing clothes along the Ganges (in the restaurant's namesake city). Fragrant spice mixtures abound as seen in succulent and crunchy shrimp marinated with ajwain, garlic, and ginger, then grilled in the tandoor. Curry offerings showcase boldly satisfying comfort food, such as bowls of fork-tender rezala, the goat served bone-in with fragrant saffron and creamy yogurt. Any meal here should be accompanied by pillow-soft naan, and thick cucumber raita dotted with a pungent masala.",10019,40.76581,-73.98279,37.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hakkasan, Chinese,"When you fancy eating somewhere sensual and sophisticated, then going to the Theater District is unlikely to be your first thought. At least this sleek, moodily-lit Chinese restaurant comes with an 80-foot corridor behind its front door, allowing you time to adjust from tourist town to sexy sanctum. Cobalt-blue glass, marble and mirrors help create a striking space that feels surprisingly intimate considering its size. Service may need the occasional prompt but the Cantonese food is good and the cocktails terrific. Standouts are stir-fried sugar pea shoots with crabmeat and scallops, and jasmine tea-smoked chicken. And if you're wondering how they charge what they do for sesame prawn toast, order it and you'll see (clue: it's the foie gras).",10036,40.758232,-73.99008,112.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kristalbelli, Korean,"Turning up the heat in the dreary Garment District, Kristalbelli is a sexy harbinger of this fast-changing neighborhood. Outside, a gray slate- and marble-façade plus an impressive wooden door imply opulence; inside, crystal barbecue grills set on grey marble framed by a jolly gold monk make table-top dining over-the-top. The fun and bling continues upstairs in the young, hip, and hopping lounge. Yet amid all this glitz and glam is a well-trained service team and very talented kitchen. Banchan opens with a superlative assortment that might include green chilies with fermented bean paste, marinated mushrooms, cold egg custard with scallions, and kimchi. A sparkling signature crystal bowl does not distract from the deeply flavored, almost buttery ribeye.",10018,40.75008,-73.984474,62.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Lugo, Italian,"In a blah locale that's overshadowed by crowds spilling from Penn Station and Madison Square Garden, this café shines bright as a recommendation for Italian eats. A boisterous scene prevails, as the bar and dining room are overwhelmingly popular among business folk. Light streaming in from the floor-to-ceiling windows shows off a white-tiled bar area and black-and-white photography. A pastel-green Vespa adds an extra dose of charm. Tables receive a satisfying array of items like warm hand-pulled mozzarella, Neapolitan-style pizza, and zesty entrées like Mediterranean branzino with spicy puttanesca. Pasta is deftly prepared and certainly a worthy indulgence, especially the tiny ridged tubes of rigatoncini coated with slow-cooked, meaty Bolognese.",10001,40.75124,-73.99332,37.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
atera, Contemporary,"Well, hello there, Ronny Emborg-this visionary new culinary talent takes the reigns at Jodi Richard's sleek TriBeCa tasting menu restaurant, atera-and the results are nothing short of sublime. Guests access atera by an ultra-discreet entrance; from there, a polished and attentive staff member might offer you a complimentary drink before whisking you off to a lovely, U-shaped counter with supple leather seats positioned to watch the kitchen execute its magic. Sound like a beautiful dream? It is wonderfully real, and that's before they ply you with their excellent wine pairing, cocktails or tea tasting (yes, tea-trust us, you'll be talking about it for days). Chef Emborg's Danish-accented menu might begin with an exquisite chilled green tomato soup with juniper oil, before proceeding to a buttery waffle with savory mushroom cream and earthy black truffle. Then, tender snow crab in an ethereal tomato broth with rose hip cream; or sweet scallop with crisp green apple, dill fronds and horseradish ice may be tailed by springy sepia plated with tart currants and laced with a deadly delicious hazelnut fish cream. Plump razor clams in a miso-brown butter broth are topped with bitter greens and foam for added flavor.",10013,40.716797,-74.00565,112.5,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zutto, Asian,"Exposed filament bulbs and a red brick wall give this cozy Japanese pub an inviting, industrial feel. There is a communal wood table for groups, small sushi bar, and long wall of banquettes and tables topped with linen napkins cleverly folded, origami-style. Service is eager, efficient, and less concerned with the flow of a leisurely meal. Unlike many Japanese restaurants with one specialty, this izakaya's diverse menu includes bar snacks, sushi, steamed buns, and ramen. Tangy, spicy buffalo cauliflower is a playful take on wings, replacing chicken with bright orange chunks of deep-fried cauliflower tempered by cool, creamy ranch sauce. The Zutto fried rice is another ideal drinking accompaniment, peppered with kimchi and pastrami beneath a runny egg.",10013,40.718517,-74.00884,37.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yefsi, Greek,"Chef Christos Christou brings a wealth of experience to the kitchen of this Yorkville standout. Having manned the stoves at some of the city's Greek stalwarts, the Cyprus-native knows his way around his Aegean and Mediterranean coastal specialties. Begin with salads showcasing superb feta or explore the array of luscious meze including zucchini and eggplant chips with tzatziki, octopus braised in mavrodafni or wine-spiked tomato sauce, and grilled sausages over black-eyed peas. Entrées entice with freshness and flavor, such as the wow-inducing nightly special of grilled tiger shrimp. Served head-on and lobster-like in size and texture, they are accompanied by a mound of creamy spinach rice and squeeze of fresh lemon-the perfect embellishment.",10075,40.77091,-73.950775,37.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Caffè Storico, Italian,"Gone are the days when museum food lacked character, and top Philadelphia restaurateur Stephen Starr's Caffè Storico proves it. Housed in the New York Historical Society, this marble-clad sparkler incorporates the collection into its design, with antique porcelain filling its sky-high shelves and views of the sculpture arcade. Starr certainly knows how to please a crowd with marvelous salads and Italian-inspired dishes alongside unique wines from some of the country's emerging regions. Though frittata del giorno pocked with red peppers, tomato, and mozzarella, as well as panzanella with creamy burrata are eye-poppingly good, save room for a berry crostata whose flaky crust is perfectly accompanied by a smidge of vanilla ice cream.",10023,40.779114,-73.97384,37.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Allswell, Gastropub,"It's all good at this all-day Williamsburg tavern, where the vibe is welcoming and the setting is comfortable. Come as you are for friendly service amidst a patchwork of vintage wallpaper, then settle in to choose from the enjoyable selection listed on the wall-mounted blackboard. In keeping with the cozy atmosphere, brunch is served every day of the week. Offerings include eye-opening chorizo and beans with poached eggs; and smoked whitefish toast-house-baked brioche topped with fresh ricotta and large chunks of infused fish, sided by a perfect boiled egg and parsley salad. Dinner brings yet more comfort fare like orecchiette with lamb ragù and fava beans; grilled chicken with lentils; or divine sweets like a tall wedge of seed-crusted cinnamon cake.",11249,40.71961,-73.95583,37.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blanca, Contemporary,"Tucked deep into the Roberta's compound-that den of restaurant cool that helped elevate seedy Bushwick into a legitimately haute food 'hood-lays this gleaming warehouse kitchen aimed at the serious eater. If you're lucky enough to snag a seat at Blanca, you'll make your way first into Roberta's lively, corrugated metal-facade, past the delicious smell of their wood-burning pizza oven and sound of vinyl records playing the blues, and through the buzzing outdoor garden. Can this many tattooed urbanites and Millennials know something you don't? Indeed. Blanca's interior is sleek and minimal, with a pristine white counter lined with cognac leather stools positioned to watch the chefs create each dish. Chef Carlo Mirarchi's nightly 20-course menu is never published beforehand, nor does the restaurant take any dietary accommodations into account. The message is loud and clear: trust us and we'll delight your senses. And delight it does as dinner might begin with deep orange lobes of sea urchin dusted with coarse sea salt and a tiny dollop of warm polenta. Then move on to impeccably fresh sliced fluke in almond water and plum vinegar, topped with fennel fronds; or tender ravioli fat with spicy 'nduja and laced with zesty grated orange.",11206,40.70492,-73.93354,112.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bar Corvo, Italian,"Walk by Bar Corvo and sense the goodness that awaits inside. A pane of glass provides a sneak peek at the large marble bar, communal table, penny-tile flooring, and cheerfully retro décor. Its eclectic vibe and artistic touches lead to a spacious garden, perfect for groups, and a culinary experience that keeps lines spilling onto the sidewalk. Here, a house-made aïoli adds a horseradish kick to sublimely tender beef tongue fries-braised in a chicken stock, tossed in a beer and rice-flour batter, and finally fried to perfection. The savory pesce al forno starts with a base of fingerling potatoes and continues with a lightly breaded fillet of hake, baked with cherry tomatoes, black olives, and finished with garlic and herb salmoriglio.",11238,40.6729,-73.96283,37.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Gran Eléctrica, Mexican,"Looking to market ingredients and a California-style approach to Mexican cuisine, this chic yet comfortable restaurant impresses with its lovely décor and lively vibe. Servers are engaged and enthusiastic about the menu's pleasures. An ideal visit starts with a margarita at the bar and moves to the garden as strings of lights flicker to life. Mexico and Brooklyn are in balance on a menu that includes small plates such as memelitas de frijoles, a masa disc topped with mashed black beans, spicy salsa verde, queso fresco, and crema. Flavor is bright in the deliciously untraditional poblano chile relleno stuffed with Havarti, roasted tomato-jalapeño salsa, and tortillas. Try the frijoles de la olla (black beans topped with avocado) on the side.",11201,40.702526,-73.993034,37.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Pok Pok Ny, Thai,"Foodies flock to this penultimate scene not for the vibe, but for a profound understanding of Isaan culinary traditions. If pok pok means ""mortar and pestle"" then Chef Andy Ricker makes this utensil the foundation of his trademark cooking, which takes excellent local product and imparts it with American flair. The spacious room, outfitted with salvaged wood and exposed brick walls, is filled with a Brooklyn crowd. The kitchen has struggled with turnover and while some dishes remain solid as ever, others can disappoint. Top-quality boar collar coated in a flavorful rub of soy sauce, sugar, and spice is seared to chewy perfection before being coupled with cool mustard greens. Superb execution and pronounced flavors are clear in khanom jiin kaeng khiaw waan luuk chin plae, a tart and texturally exquisite green coconut curry floating with delicate fish balls and garnished with fried anchovies for unbeatable texture; and sai ua samun phrai or grilled Thai sausage accompanied by a spicy eggplant sauce, crispy pork cracklings, and a bouquet of long beans. Seal the deal with affogato-a shot of espresso poured over decadent condensed milk ice cream, which ensures nothing but sweet dreams.",11231,40.687653,-74.001434,37.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
La Vara, Spanish,"Set in quiet and charming Cobble Hill, La Vara is as alluring as its surrounds. Inside, hip urbanites get down to business around the sleek marble bar; while stroller-rolling parents might migrate to curved leather booths or nestle in the wooden alcoves up front. In the main dining room, white tables set with contemporary crockery offer just the right contrast to rustic brick walls. From soft lighting and personable service, to countrified food and inventive presentations, this convivial respite never misses a beat. Embark on a journey to culinary heights with the visually strange but wonderful tasting remojón featuring a scoop of house-cured salt cod mingled with orange segments, pistachios, and sliced green olives. Then, sail on to fideuà or Valencian-style noodle paella tossed with fresh, briny clams, tender squid, and a creamy aïoli. With luck on your side, cochinillo (slow-cooked, amber-hued suckling pig with crackling skin and rose-quince sauce) or tortillita de gambas accompanied by a pale pink shrimp pâté may star on the menu. If not, rest easy as you can still have your cake (or in this case an orange blossom-scented walnut tart finished with lemon curd and cream) and eat it too.",11201,40.687737,-73.99557,37.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
M Shanghai, Chinese,"Look at the steamer full of luscious soup dumplings on just about every table in this notable Williamsburg Chinese café, and there should be little doubt of the best way to begin a meal here. Plump full of hot pork broth magically encased in scalloped wonton wrappers, they are sheer pleasure. Vegan and vegetarian treats include fried tofu with sweet peppers and black bean sauce; or cool, silken batons of eggplant salad dressed with plenty of garlic, soy, and a hint of sweetness. The scallion pancakes are fantastically large, hot, and shatteringly crisp wedges accompanied by a dipping sauce prepared tableside. The low-key room is accented by whitewashed brick walls, honey-toned bamboo slats, and ceiling lights fashioned out of birdcages.",11211,40.713017,-73.95756,18.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Palo Santo, Latin American,"Jacques Gautier is the artiste behind this snug den cooking Latin and Caribbean cuisine. Nestled at the base of a townhouse, the dimly lit room makes for a lively (cue the salsa beats) yet intimate dining experience. Service can be slow, but nobody's in a hurry, so play along and make a night to remember. Closely set tables make privacy a challenge, but the arrival of crave-worthy pork tacos topped with creamy avocado, crunchy radish, and cilantro will keep your eyes on the prize. Find equal appeal in a fillet of roasted fluke set atop pickled purple cabbage, paired with a pineapple-habanero sauce that will make you singe with abandon, and scattered with tart tomatillo salsa. Still have room for more? Continue the feast across the street at Taco Santo.",11217,40.676952,-73.98185,37.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Petit Oven, French,"Unassuming but worth your attention, this little Bay Ridge site offers a petite, tidy room that is simply done and fills quickly. The ambience here brings a gracious welcome, and the air wears a palpable note of authenticity. Chef/owner Katarzyna Ploszaj styles her agreeable and refreshingly relaxed cuisine through a classic French lens. Appetizers may include a novel riff on Greek salad composed of thinly shaved Brussels sprouts mingled with diced feta, a handful of black olives, sliced red onion, and a sprig of fragrant oregano all licked with olive oil and a bright hit of lemon juice. Expect equally impressive entreés like a cooked duck breast, crisped and rosy, with red onion-ginger marmalade, and duck fat-roasted potatoes scented with thyme.",11209,40.63584,-74.02639,37.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Talde, Asian,"This corner of Park Slope is the domain of Chef Dale Talde, whose forte for cooking creative pan-Asian delights at glitzy hot spots has been astutely translated. Carved woodwork and figurines define this sexy venue that, by virtue of its location, is also family-friendly. His menu invokes the flavors of China, Japan, Thailand, Korea, as well as the Philippines. Wonton noodle soup is not to be missed: pork-and-chive dumplings poached in a rich, cloudy broth stocked with springy noodles, tender pork shoulder, wilted greens, and a six-minute egg. Miso-marinated salmon is plated with puffed bulgur, pickled plums, and salsa verde; while local corn is tossed with long beans and lemongrass-Kaffir lime butter for a light yet delightful bite.",11215,40.665604,-73.98266,37.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casa Enríque, Mexican,"Chiapas. Puebla. San Luis Potosí. One can literally taste the regions and cities that Chef Cosme Aguilar's amazingly complex menu explores-including his own childhood recipes to honor his mother's memory. A steady stream of hungry diners seeks out this rather small, tasteful dining room for friendly yet professional service and soul-warming fare. Aim for the large, fantastic communal table. Start your meal with hearty rajas con crema, combining none-too-spicy poblanos with sweet, fresh corn, Mexican sour cream, and cheese served alongside a stack of fresh and slightly toasty tortillas. This kitchen's tender chicken enchiladas with mole de Piaxtala may induce swooning, thanks to a sauce that is unexpectedly sweet yet heady with bitter chocolate, raisins, almonds, cloves, cinnamon, chilies, garlic, sesame, and so much more, with incomparable results. It's the kind of food that thrills palates (and tempts wanton thoughts). Expect the chamarros de borrego al huaxamole to arrive falling off the bone and redolent of epazote, allspice, and pulla chilies. Its fruity-spicy broth is drinkable. Every bit of every spongy and buttery layer of the cow and goat's milk pastel tres leches is absolutely worth the indulgence.",11101,40.743492,-73.95425,37.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
